ticker,FNDM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-19,900.0
2007-01-22,-34.2857
2007-01-25,9.1304
2007-02-09,9.5618
2007-03-29,-61.8182
2007-03-30,9.5238
2007-04-12,4.3478
2007-07-06,0.0
2007-10-10,25.0
2007-12-26,166.6667
2007-12-28,5.0
2008-01-03,144.0476
2008-01-04,-1.4634
2008-01-07,147.5248
2008-01-17,60.0
2008-01-18,18.75
2008-01-22,0.0
2008-01-23,-34.7368
2008-01-24,-11.2903
2008-01-25,12.7273
2008-01-28,4.8387
2008-01-29,21.5385
2008-01-31,-1.2658
2008-02-04,-16.9231
2008-02-06,0.0
2008-02-07,1.2346
2008-02-08,6.7073
2008-02-11,17.1429
2008-02-13,-0.4878
2008-02-14,1.7157
2008-02-15,-7.2289
2008-02-19,-1.2987
2008-02-20,1.3158
2008-02-21,6.4935
2008-02-22,1.2195
2008-02-25,-1.2048
2008-02-26,-6.0976
2008-02-28,16.8831
2008-02-29,-5.5556
2008-03-03,-11.7647
2008-03-04,-6.6667
2008-03-05,35.4286
2008-03-07,0.0
2008-03-10,-7.173
2008-03-11,2.2727
2008-03-12,-6.8889
2008-03-13,-4.5346
2008-03-14,0.0
2008-03-17,0.0
2008-03-18,11.25
2008-03-19,-8.9888
2008-03-20,-19.7531
2008-03-24,23.0769
2008-03-25,0.0
2008-03-26,-3.75
2008-03-28,9.0909
2008-03-31,-4.7619
2008-04-01,8.5
2008-04-02,-19.3548
2008-04-03,20.0
2008-04-04,-10.7143
2008-04-07,-20.0
2008-04-08,-1.3333
2008-04-09,13.1757
2008-04-10,-10.4478
2008-04-11,0.0
2008-04-14,16.6667
2008-04-15,-10.0
2008-04-17,-3.1746
2008-04-18,-1.6393
2008-04-21,13.0
2008-04-22,-8.5546
2008-04-23,-3.2258
2008-04-24,0.0
2008-04-25,8.3333
2008-04-28,0.0
2008-04-30,-1.5385
2008-05-01,-6.25
2008-05-05,10.0
2008-05-06,-9.0909
2008-05-07,0.0
2008-05-08,0.0833
2008-05-09,-1.7485
2008-05-12,1.6949
2008-05-13,3.3333
2008-05-14,-3.2258
2008-05-16,1.6667
2008-05-21,-1.4754
2008-05-27,1.6639
2008-05-28,-3.437
2008-05-30,2.0339
2008-06-02,-1.6611
2008-06-03,2.7027
2008-06-10,-1.3158
2008-06-12,0.1667
2008-06-16,-1.4975
2008-06-17,-0.3378
2008-06-18,3.0508
2008-06-20,-2.9605
2008-06-23,0.0
2008-06-25,0.0
2008-06-26,0.0
