ticker,AWKS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-11-17,-99.6
2002-01-03,18650.0
2002-01-08,700.0
2002-01-18,-83.3333
2002-08-19,140.0
2003-01-02,-83.3333
2003-12-03,-50.0
2004-03-01,-73.3333
2004-12-16,1900.0
2004-12-17,100.0
2004-12-20,-25.0
2004-12-21,16.6667
2004-12-22,-1.4285999999999999
2004-12-23,-5.7971
2004-12-27,-6.1538
2004-12-28,3.2787
2004-12-29,-1.5873
2004-12-30,1.6129
2005-01-04,-3.1746
2005-01-05,-1.6393
2005-01-10,8.3333
2005-01-11,13.8462
2005-01-20,-44.5946
2005-01-21,9.7561
2005-01-24,-8.8889
2005-01-25,9.7561
2005-01-26,0.0
2005-01-31,-8.8889
2005-02-01,-32.6829
2005-02-03,-15.2174
2005-02-04,6.8376
2005-02-15,-12.0
2005-02-16,40.9091
2005-02-17,0.0
2005-02-18,9.6774
2005-02-22,2.9412000000000003
2005-02-24,-1.7143000000000002
2005-02-25,0.0
2005-03-03,-2.3256
2005-03-04,-5.3571
2005-03-07,5.6604
2005-03-08,-7.7381
2005-03-17,6.4516
2005-03-18,-3.0303
2005-03-24,-6.25
2005-03-29,-16.6667
2005-03-30,12.0
2005-04-01,0.0
2005-04-04,-10.7143
2005-04-06,0.0
2005-04-08,4.0
2005-04-11,-3.8462
2005-04-12,-0.8
2005-04-14,-1.6129
2005-04-27,-17.2131
2005-05-23,-10.8911
2005-05-24,-43.3333
2005-05-31,0.0
2005-06-08,0.0
2005-08-01,-11.7647
2005-08-08,-33.3333
2005-08-09,0.0
2005-09-08,33.3333
2005-09-09,0.0
2005-10-03,-25.0
2005-11-15,0.0
2005-12-05,0.0
2005-12-28,0.0
2006-05-08,0.0
2006-05-16,-13.3333
2006-05-18,-15.3846
2006-07-24,-4.5455
2006-09-29,0.0
2006-12-13,0.0
2007-01-23,0.0
2007-01-30,23.8095
2007-02-12,-34.6154
2007-03-30,0.0
2007-04-16,0.0
2007-07-26,-11.7647
2007-09-25,-26.6667
2007-09-27,0.0
2007-09-28,0.0
2007-10-19,272.7273
2007-10-22,14.6341
2007-10-23,-8.5106
2007-10-25,-11.6279
2007-10-29,13.1579
2007-10-30,-4.6512
2007-11-06,-14.6341
2007-11-07,0.0
2007-11-12,0.0
2007-11-21,-5.7143
2007-11-28,-15.1515
2007-12-10,0.0
2007-12-12,0.0
2007-12-19,0.0
2007-12-26,0.0
2007-12-27,-7.1429
2007-12-28,7.6923
2008-01-02,0.0
