ticker,GDPEF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,40.7407
2000-01-06,18.4211
2000-01-10,11.1111
2000-01-11,-10.0
2000-01-14,4.4444
2000-01-17,0.0
2000-01-21,8.5106
2000-01-24,37.2549
2000-01-25,14.2857
2000-01-26,-6.25
2000-01-27,0.0
2000-01-28,-5.3333
2000-01-31,12.6761
2000-02-01,-13.125
2000-02-03,0.7194
2000-02-07,10.0
2000-02-08,-0.9091
2000-02-09,24.5085
2000-02-10,22.1053
2000-02-11,-3.4483
2000-02-14,-8.0357
2000-02-15,0.1214
2000-02-16,-3.0303
2000-02-18,0.0
2000-02-21,0.0
2000-02-22,4.0
2000-02-23,-2.8846
2000-02-24,-3.4653
2000-02-25,0.5128
2000-02-28,52.0408
2000-02-29,-5.3690999999999995
2000-03-01,-9.9291
2000-03-02,-2.3622
2000-03-03,2.0161
2000-03-06,13.0435
2000-03-07,7.6923
2000-03-08,-1.2987
2000-03-09,-14.473700000000001
2000-03-10,-5.3846
2000-03-13,1.626
2000-03-14,1.6
2000-03-15,-6.2992
2000-03-16,-18.4874
2000-03-17,6.1856
2000-03-20,-11.6505
2000-03-21,4.3956
2000-03-22,-38.9474
2000-03-23,50.8621
2000-03-24,6.2857
2000-03-27,-0.8737
2000-03-28,-4.0
2000-03-29,16.3842
2000-03-31,-4.8544
2000-04-03,13.2653
2000-04-04,-6.3063
2000-04-05,0.9615
2000-04-07,-7.619
2000-04-10,-5.1546
2000-04-11,19.5652
2000-04-13,-31.8182
2000-04-17,-18.6667
2000-04-19,13.1148
2000-04-24,-4.3478
2000-04-26,-4.5455
2000-04-28,14.2857
2000-05-01,0.0
2000-05-04,25.0
2000-05-05,-8.8889
2000-05-15,-6.0976
2000-05-19,-2.5974
2000-05-25,2.0
2000-05-30,-11.1111
2000-05-31,18.3824
2000-06-02,13.0435
2000-06-07,-1.6484
2000-06-08,-7.2626
2000-06-09,14.4578
2000-06-12,-15.7895
2000-06-13,11.25
2000-06-16,7.8652
2000-06-20,-16.6667
2000-06-26,-6.25
2000-06-27,4.0
2000-06-29,2.5641
2000-06-30,-2.5
2000-07-05,-6.4103
2000-07-06,9.589
2000-07-11,-18.75
2000-07-14,-1.5385
2000-07-19,-3.125
2000-07-21,-1.7137
2000-07-24,-0.7179
2000-07-26,3.3058
2000-08-01,-5.6
2000-08-02,8.4746
2000-08-03,-11.7188
2000-08-04,19.469
2000-08-08,-2.2222
2000-08-09,-13.6364
2000-08-15,-7.0175
