ticker,SIAF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,0.0
2000-01-24,0.0
2000-02-04,0.0
2000-02-08,0.0
2000-03-08,218.1818
2000-03-14,77.1429
2000-03-17,-51.6129
2000-03-21,0.0
2000-03-22,100.0
2000-03-23,-50.0
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,0.0
2000-04-10,0.0
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,0.0
2000-05-02,0.0
2000-05-16,-33.3333
2000-05-17,0.0
2000-05-31,-50.0
2000-06-05,0.0
2000-06-06,0.0
2000-06-15,0.0
2000-06-20,0.0
2000-07-13,0.0
2000-07-21,0.0
2000-07-25,0.0
2000-09-06,0.0
2000-09-13,0.0
2000-09-18,0.0
2000-09-19,0.0
2000-09-21,0.0
2000-09-29,0.0
2000-10-12,0.0
2000-10-26,0.0
2000-11-09,0.0
2000-11-10,0.0
2000-11-20,0.0
2000-11-21,0.0
2000-12-06,0.0
2000-12-15,0.0
2000-12-18,0.0
2000-12-21,0.0
2000-12-22,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-10,0.0
2001-01-16,0.0
2001-01-17,0.0
2001-01-18,0.0
2001-02-13,0.0
2001-02-15,100.0
2001-02-16,50.0
2001-03-08,0.0
2001-03-14,0.0
2001-03-15,0.0
2001-04-02,0.0
2001-04-24,-33.3333
2001-05-07,0.0
2001-05-25,-50.0
2001-06-06,0.0
2001-06-20,0.0
2001-06-22,0.0
2001-06-29,0.0
2001-07-23,0.0
2001-08-15,0.0
2001-09-21,0.0
2001-10-12,0.0
2001-10-15,200.0
2001-10-16,-66.6667
2001-10-19,-50.0
2001-10-25,0.0
2001-11-13,0.0
2001-11-30,0.0
2001-12-12,0.0
2001-12-20,0.0
2001-12-24,0.0
2002-01-17,700.0
2002-01-18,25.0
2002-01-28,-30.0
2002-02-05,-14.2857
2002-03-15,-66.6667
2002-03-19,0.0
2002-04-01,0.0
2002-04-03,-50.0
2002-04-04,0.0
2002-04-08,500.0
2002-04-15,-50.0
2002-04-26,0.0
2002-05-30,0.0
2002-06-04,0.0
2002-06-21,0.0
2002-07-09,0.0
2002-07-12,33.3333
2002-07-16,-25.0
2002-07-24,0.0
2002-07-31,0.0
2002-08-07,0.0
2002-08-12,0.0
2002-08-13,0.0
2002-08-28,0.0
2002-08-30,0.0
2002-09-11,0.0
2002-09-18,0.0
2002-10-02,100.0
2002-10-14,-33.3333
2002-10-24,0.0
2002-10-31,250.0
