ticker,SPOK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-05-31,36.0
2002-06-03,-10.2941
2002-06-04,-6.8852
2002-06-05,11.6197
2002-06-06,-2.5237
2002-06-07,-9.3851
2002-06-10,-5.3571
2002-06-12,-9.434
2002-06-13,-7.0833
2002-06-14,-3.5874
2002-06-17,-41.8605
2002-06-18,7.2
2002-06-19,0.0
2002-06-20,-2.2388
2002-06-21,3.0534
2002-06-24,0.0
2002-06-25,-22.2222
2002-06-27,-3.8095
2002-06-28,-0.9901
2002-07-01,1.0
2002-07-02,-35.6436
2002-07-03,0.0
2002-07-05,7.6923
2002-07-08,15.7143
2002-07-09,-1.2346
2002-07-10,-7.5
2002-07-11,0.0
2002-07-12,5.4054
2002-07-15,-3.2051
2002-07-16,-8.6093
2002-07-17,-5.7971
2002-07-18,1.5385
2002-07-19,-3.0303
2002-07-22,4.6875
2002-07-23,1.4925
2002-07-25,0.0
2002-07-26,-11.7647
2002-07-29,-10.0
2002-07-30,1.8519
2002-07-31,-3.6364
2002-08-01,0.0
2002-08-02,7.5472
2002-08-05,-7.0175
2002-08-06,1.8868
2002-08-07,1.8519
2002-08-08,9.0909
2002-08-09,0.0
2002-08-12,11.6667
2002-08-13,16.4179
2002-08-15,-3.8462
2002-08-16,1.3333
2002-08-19,-11.8421
2002-08-20,-10.4478
2002-08-29,0.0
2002-08-30,6.6667
2002-09-03,0.0
2002-09-04,-1.5625
2002-09-05,0.0
2002-09-06,0.0
2002-09-09,0.0
2002-09-10,0.0
2002-09-11,1.5873
2002-09-12,1.5625
2002-09-13,3.0769
2002-09-16,0.0
2002-09-17,0.0
2002-09-20,0.0
2002-09-23,0.0
2002-09-24,0.0
2002-09-26,-14.9254
2002-09-27,-12.2807
2002-09-30,10.0
2002-10-04,12.7273
2002-10-07,-3.2258
2002-10-08,-5.8333
2002-10-09,-13.2743
2002-10-10,-34.6939
2002-10-11,40.625
2002-10-15,-11.1111
2002-10-16,-10.0
2002-10-17,5.5556
2002-10-18,-2.6316
2002-10-21,0.0
2002-10-22,0.0
2002-10-23,-2.7027
2002-10-25,0.0
2002-10-28,-8.3333
2002-10-29,15.1515
2002-10-30,0.0
2002-10-31,2.6316
2002-11-01,12.8205
2002-11-04,4.5455
2002-11-05,15.2174
2002-11-06,13.2075
2002-11-07,-5.0
2002-11-08,8.7719
2002-11-11,-4.8387
2002-11-12,-5.0847
2002-11-13,1.7856999999999998
2002-11-14,5.2632
2002-11-15,-3.3333
2002-11-18,5.1724
