ticker,ONCP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-01,-1.5957
2000-02-02,-0.5405
2000-02-03,-7.6087
2000-02-04,-1.1764999999999999
2000-02-07,-14.2857
2000-02-08,5.5556
2000-02-09,4.6053
2000-02-10,10.6918
2000-02-11,20.4545
2000-02-14,0.0
2000-02-15,-0.9434
2000-02-16,-6.6667
2000-02-17,-1.5306
2000-02-18,-1.0363
2000-02-22,-1.0471
2000-02-23,-1.5873
2000-02-24,-10.2151
2000-02-25,1.7964
2000-02-28,3.5294
2000-02-29,-0.5682
2000-03-01,0.0
2000-03-02,6.2857
2000-03-03,-1.0753
2000-03-06,-6.5217
2000-03-07,-6.9767
2000-03-08,-10.0
2000-03-09,11.1111
2000-03-10,5.0
2000-03-13,-7.7381
2000-03-14,0.6452
2000-03-15,-7.0513
2000-03-16,4.8276
2000-03-17,4.6053
2000-03-20,-8.1761
2000-03-21,0.0
2000-03-22,9.589
2000-03-23,-9.375
2000-03-24,-7.5862
2000-03-27,-1.4925
2000-03-28,2.2727
2000-03-29,0.0
2000-03-30,-5.1852
2000-03-31,-3.9063
2000-04-03,-2.439
2000-04-04,-13.3333
2000-04-05,-4.8077
2000-04-06,-5.0505
2000-04-07,-4.2553
2000-04-10,2.2222
2000-04-11,-5.4348
2000-04-12,-7.4713
2000-04-13,-0.6211
2000-04-14,-20.0
2000-04-17,9.375
2000-04-18,2.8571
2000-04-19,4.1667
2000-04-20,6.6667
2000-04-24,-17.5
2000-04-25,4.5455
2000-04-26,-4.3478
2000-04-27,12.1212
2000-04-28,-9.4595
2000-05-01,1.4925
2000-05-02,2.9412000000000003
2000-05-03,-4.2857
2000-05-04,-5.9701
2000-05-05,-15.873
2000-05-08,7.5472
2000-05-09,10.526299999999999
2000-05-10,-20.634900000000002
2000-05-11,24.0
2000-05-12,0.0
2000-05-15,-19.3548
2000-05-16,-12.0
2000-05-17,9.0909
2000-05-18,-6.25
2000-05-19,-6.6667
2000-05-22,14.2857
2000-05-23,-33.3333
2000-05-24,65.625
2000-05-25,-13.2075
2000-05-26,4.3478
2000-05-30,6.25
2000-05-31,-5.8824
2000-06-01,20.8333
2000-06-02,13.7931
2000-06-05,-6.0606
2000-06-06,3.2258
2000-06-07,6.25
2000-06-08,1.4706000000000001
2000-06-09,13.0435
2000-06-12,12.8205
2000-06-13,4.5455
2000-06-14,-19.5652
2000-06-15,-2.7027
2000-06-16,-9.7222
2000-06-19,-1.5385
2000-06-20,6.25
2000-06-21,-8.8235
