ticker,PSSR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,40.0
2000-01-11,17.8571
2000-01-12,3.0303
2000-01-13,0.0
2000-01-18,0.0
2000-01-19,-1.1764999999999999
2000-01-20,1.1905000000000001
2000-01-21,0.0
2000-01-24,11.7647
2000-01-25,13.1579
2000-01-26,-6.9767
2000-01-27,0.0
2000-01-28,30.0
2000-01-31,15.3846
2000-02-01,6.6667
2000-02-02,-6.25
2000-02-03,13.3333
2000-02-04,-11.7647
2000-02-07,13.3333
2000-02-08,-11.7647
2000-02-09,0.0
2000-02-10,-20.0
2000-02-11,23.3333
2000-02-14,0.0
2000-02-15,0.0
2000-02-18,-18.9189
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,20.0
2000-02-25,-23.6111
2000-02-29,9.0909
2000-03-01,20.0
2000-03-03,-23.6111
2000-03-06,30.9091
2000-03-07,0.0
2000-03-09,-2.7778
2000-03-10,128.5714
2000-03-13,-12.5
2000-03-14,-21.4286
2000-03-15,27.2727
2000-03-16,-28.5714
2000-03-17,5.0
2000-03-20,-4.7619
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,-25.0
2000-03-27,100.0
2000-03-29,-26.6667
2000-03-30,9.0909
2000-04-05,0.0
2000-04-10,-8.3333
2000-04-11,9.0909
2000-04-12,-33.3333
2000-04-13,0.0
2000-04-17,68.75
2000-05-03,-59.2593
2000-05-04,9.0909
2000-05-09,50.0
2000-05-12,-33.3333
2000-05-15,0.0
2000-05-17,0.0
2000-05-23,16.6667
2000-05-26,-21.4286
2000-05-30,9.0909
2000-05-31,3.3333
2000-06-05,-11.2903
2000-06-19,0.0
2000-06-20,0.0
2000-06-21,-2.2727
2000-06-22,-23.2558
2000-06-29,21.2121
2000-07-05,-20.0
2000-07-06,0.0
2000-07-07,0.0
2000-07-17,-18.75
2000-07-27,3.8462
2000-08-07,22.2222
2000-08-09,9.0909
2000-08-29,-5.5556
2000-09-05,0.0
2000-09-20,41.1765
2000-09-21,-4.1667
2000-09-26,-23.913
2000-09-28,0.0
2000-09-29,5.1429
2000-10-02,-7.6087
2000-10-04,5.8824
2000-10-06,-22.2222
2000-10-13,-7.1429
2000-10-16,0.0
2000-10-24,0.0
2000-10-25,23.0769
2000-11-03,3.125
2000-11-07,-9.0909
2000-11-09,-33.3333
2000-11-15,40.0
2000-11-17,0.0
2000-11-21,14.2857
2000-11-22,-18.75
2000-11-29,15.3846
2000-11-30,-20.0
2000-12-12,0.0
