ticker,KMGH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-07,5.7143
2010-06-08,13.5135
2010-06-09,9.5238
2010-06-10,3.2609
2010-06-14,5.4737
2010-06-15,2.1955999999999998
2010-06-16,-2.3438
2010-06-17,0.0
2010-06-18,1.0
2010-06-21,4.9505
2010-06-22,-1.5093999999999999
2010-06-23,-0.1916
2010-06-24,-2.1113
2010-06-25,1.9607999999999999
2010-06-28,0.9615
2010-06-29,-1.9048
2010-06-30,0.9709
2010-07-01,-0.9615
2010-07-02,0.9709
2010-07-06,0.0
2010-07-07,2.1154
2010-07-08,0.7533
2010-07-12,-6.3551
2010-07-13,0.7984
2010-07-14,2.3762
2010-07-15,0.5803
2010-07-16,-0.5769
2010-07-20,0.5803
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0
2010-07-26,0.7692
2010-07-27,0.1908
2010-07-28,1.9048
2010-07-29,0.0
2010-07-30,0.0
2010-08-02,0.0
2010-08-03,-0.9346
2010-08-04,0.0
2010-08-05,0.9434
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,-0.7477
2010-08-11,0.0
2010-08-12,11.1111
2010-08-13,1.5253999999999999
2010-08-16,0.3339
2010-08-17,1.4975
2010-08-18,-5.5738
2010-08-19,-3.6458
2010-08-20,0.9009
2010-08-23,-1.7856999999999998
2010-08-24,-6.5455
2010-08-25,-0.7782
2010-08-26,0.9804
2010-08-27,0.3883
2010-08-30,-0.7737
2010-08-31,-1.9493
2010-09-01,0.3976
2010-09-02,-0.7921
2010-09-03,0.1996
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,2.988
2010-09-10,0.0
2010-09-13,3.4816
2010-09-14,0.1869
2010-09-15,0.7463
2010-09-16,1.1111
2010-09-17,4.3956
2010-09-20,0.0
2010-09-21,-3.5088
2010-09-22,0.0
2010-09-23,0.5455
2010-09-24,1.2658
2010-09-27,-2.6786
2010-09-28,0.0
2010-09-29,-1.6514
2010-09-30,-1.1194
2010-10-01,-1.8868
2010-10-04,0.0
2010-10-05,1.9231
2010-10-06,-1.5093999999999999
2010-10-07,-0.7663
2010-10-08,-0.5792
2010-10-11,-0.9709
2010-10-12,0.0
2010-10-13,-0.3922
2010-10-14,-0.3937
2010-10-15,0.7905
2010-10-18,-0.7843
2010-10-19,0.0
2010-10-20,-0.7905
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,-0.1992
2010-10-28,0.0
2010-10-29,-0.1996
