ticker,KWBT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-02-13,5.0
2002-02-15,0.0
2002-02-21,-4.7619
2002-04-10,0.0
2002-05-03,0.0
2002-06-04,10.0
2002-08-08,127.2727
2002-10-11,0.0
2002-12-09,60.0
2004-04-01,500.0
2004-04-02,21.6667
2004-04-05,-10.9589
2004-04-07,-3.0769
2004-04-08,0.0
2004-04-12,0.0
2004-04-13,19.0476
2004-04-15,-6.6667
2004-04-20,-14.2857
2004-04-21,-5.0
2004-04-22,1.7544
2004-04-23,-6.8966
2004-04-26,-3.7037
2004-04-27,25.0
2004-04-28,-16.9231
2004-04-29,-1.8519
2004-04-30,-24.5283
2004-05-03,-12.5
2004-05-04,45.7143
2004-05-05,0.0
2004-05-07,-11.7647
2004-05-11,-4.4444
2004-05-12,18.6047
2004-05-13,-7.8431
2004-05-14,0.0
2004-05-17,0.0
2004-05-18,8.5106
2004-05-20,0.0
2004-05-21,-1.9607999999999999
2004-05-24,-10.0
2004-05-25,-2.2222
2004-05-28,-11.3636
2004-06-01,0.0
2004-06-02,0.0
2004-06-03,2.5641
2004-06-04,0.0
2004-06-07,0.0
2004-06-08,-12.5
2004-06-09,5.7143
2004-06-10,-2.7027
2004-06-14,13.8889
2004-06-15,-7.3171
2004-06-16,5.2632
2004-06-17,-5.0
2004-06-18,-7.8947
2004-06-21,2.8571
2004-06-22,-5.5556
2004-06-23,8.8235
2004-06-24,-8.1081
2004-06-25,-2.9412000000000003
2004-06-28,-3.0303
2004-06-29,6.25
2004-06-30,0.0
2004-07-01,5.8824
2004-07-02,2.7778
2004-07-06,2.7027
2004-07-07,-10.526299999999999
2004-07-08,0.0
2004-07-09,5.8824
2004-07-12,-11.1111
2004-07-13,9.375
2004-07-14,0.0
2004-07-15,2.8571
2004-07-16,16.6667
2004-07-19,7.1429
2004-07-20,-6.6667
2004-07-21,-7.1429
2004-07-22,5.1282
2004-07-23,-12.1951
2004-07-26,-11.1111
2004-07-27,-3.125
2004-07-28,-3.2258
2004-07-29,-16.6667
2004-07-30,-20.0
2004-08-02,-15.0
2004-08-03,-17.647100000000002
2004-08-04,-7.1429
2004-08-05,-7.6923
2004-08-06,-25.0
2004-08-09,61.1111
2004-08-10,3.4483
2004-08-11,13.3333
2004-08-12,-11.7647
2004-08-13,6.6667
2004-08-17,0.0
2004-08-18,37.5
2004-08-19,0.0
2004-08-20,9.0909
2004-08-23,-33.3333
2004-08-24,-18.75
2004-08-25,-23.0769
2004-08-26,20.0
