ticker,IPWG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-08,0.0
2004-10-11,40.0
2004-10-12,-28.5714
2004-10-13,10.0
2004-10-14,-9.0909
2004-10-15,10.0
2004-10-18,-13.6364
2004-10-19,5.2632
2004-10-20,-5.0
2004-10-21,5.2632
2004-10-22,10.0
2004-10-27,0.0
2004-10-28,0.0
2004-10-29,-9.0909
2004-11-01,-25.0
2004-11-02,20.0
2004-11-03,0.0
2004-11-04,16.6667
2004-11-05,0.0
2004-11-08,-4.7619
2004-11-09,-10.0
2004-11-10,-5.5556
2004-11-12,5.8824
2004-11-15,-5.5556
2004-11-17,-17.647100000000002
2004-11-18,14.2857
2004-11-19,6.25
2004-11-22,0.0
2004-11-23,-5.8824
2004-11-26,-18.75
2004-11-30,7.6923
2004-12-01,0.0
2004-12-06,14.2857
2004-12-09,0.0
2004-12-10,0.0
2004-12-13,0.0
2004-12-14,-6.25
2004-12-15,-33.3333
2004-12-16,40.0
2004-12-17,-7.1429
2004-12-20,15.3846
2004-12-21,-6.6667
2004-12-22,-7.1429
2004-12-23,-7.6923
2004-12-29,8.3333
2005-01-03,0.0
2005-01-04,-7.6923
2005-01-05,8.3333
2005-01-06,0.0
2005-01-10,-7.6923
2005-01-12,8.3333
2005-01-13,3.0769
2005-01-14,-2.9851
2005-01-18,3.0769
2005-01-19,0.0
2005-01-20,0.0
2005-01-25,-1.4925
2005-01-26,1.5152
2005-01-27,4.4776
2005-01-28,0.0
2005-01-31,0.0
2005-02-01,-7.1429
2005-02-02,0.0
2005-02-03,-7.6923
2005-02-04,16.6667
2005-02-07,0.0
2005-02-08,0.0
2005-02-09,0.0
2005-02-10,0.0
2005-02-11,0.0
2005-02-18,-42.8571
2005-02-22,-12.5
2005-02-23,42.8571
2005-02-24,0.0
2005-02-25,10.0
2005-02-28,9.0909
2005-03-01,-15.0
2005-03-02,0.0
2005-03-03,-1.9607999999999999
2005-03-07,-18.0
2005-03-08,9.7561
2005-03-10,0.0
2005-03-11,0.0
2005-03-14,-33.3333
2005-03-16,0.0
2005-03-17,60.0
2005-03-18,-37.5
2005-03-21,33.3333
2005-03-22,0.0
2005-03-24,37.5
2005-03-28,-10.9091
2005-03-29,-20.4082
2005-03-30,-23.0769
2005-03-31,50.0
2005-04-01,11.1111
2005-04-04,-10.0
2005-04-05,11.1111
2005-04-06,-16.0
2005-04-07,4.7619
2005-04-08,25.0
2005-04-11,9.0909
2005-04-13,-16.6667
2005-04-14,-10.0
