ticker,CMIM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-03-26,6.6667
2008-03-27,6.25
2008-03-28,11.7647
2008-03-31,-5.2632
2008-04-08,0.0
2008-05-13,-58.3333
2008-05-14,16.6667
2008-05-16,-14.2857
2008-05-30,-16.6667
2008-07-10,-36.0
2008-07-22,0.0
2008-08-07,-12.5
2008-08-13,-7.1429
2008-09-16,-3.0769
2008-12-12,-85.7143
2008-12-16,-44.4444
2008-12-18,20.0
2009-01-05,16.6667
2009-01-14,-28.5714
2009-01-15,0.0
2009-01-21,-40.0
2009-02-27,0.0
2009-03-02,0.0
2009-03-03,66.6667
2009-03-06,0.0
2009-04-08,20.0
2009-04-09,-1.6667
2009-04-30,-49.1525
2009-05-06,-66.6667
2009-05-11,400.0
2009-05-12,0.0
2009-05-28,0.0
2009-05-29,-40.0
2009-06-12,0.0
2009-06-17,-66.6667
2009-07-08,100.0
2009-07-28,-50.0
2009-07-30,100.0
2009-08-04,150.0
2009-08-05,0.0
2009-08-07,0.0
2009-08-10,-20.0
2009-08-12,0.0
2009-08-13,25.0
2009-08-14,80.0
2009-08-17,-44.4444
2009-08-20,0.0
2009-08-21,100.0
2009-08-24,-50.0
2009-08-27,0.0
2009-09-18,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-09-28,0.0
2009-10-19,100.0
2009-10-23,-90.0
2009-10-30,400.0
2009-11-02,-78.0
2009-11-12,627.2727
2009-11-13,0.0
2009-11-16,0.0
2009-11-20,-37.5
2009-12-01,-60.0
2010-05-11,200.0
2010-07-12,233.3333
2010-07-13,0.0
2010-07-14,-10.0
2010-08-04,0.0
2010-08-31,-88.8889
2011-03-14,2150.0
2011-04-21,-84.4444
2011-06-29,14.2857
2011-08-10,87.5
2011-09-06,-33.3333
2011-09-20,-94.0
2011-10-10,0.0
2013-01-23,-89.5833
2013-08-15,161500.0
2013-09-16,-55.4455
2013-10-08,-99.7083
2014-02-19,1423.8095
2014-07-11,-25.0
2015-06-04,-66.6667
2015-09-24,0.0
2015-10-27,0.0
2016-05-19,-82.5
2016-06-15,-7.1429
2016-07-19,-15.3846
2016-12-19,-45.4545
2016-12-20,0.0
2016-12-22,0.0
2017-02-15,116.6667
2017-03-02,130.7692
2017-03-08,166.6667
2017-03-10,76.25
2017-03-20,2.1277
2017-03-21,-20.8333
2017-03-22,96.4912
2017-03-23,-54.9107
2017-03-24,0.0
2017-03-28,121.7822
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
