ticker,IGC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-04-17,3.8113
2006-04-18,1.9231
2006-04-19,-0.5146
2006-04-20,0.1724
2006-04-21,0.1721
2006-04-24,-2.0619
2006-04-25,0.0
2006-04-26,-0.8772
2006-04-27,0.885
2006-04-28,-1.2631999999999999
2006-05-01,-0.4975
2006-05-02,-0.5357
2006-05-03,-0.1795
2006-05-04,0.0
2006-05-05,0.7194
2006-05-08,0.0
2006-05-09,0.8929
2006-05-10,-1.4159
2006-05-11,0.5386
2006-05-12,-1.0714
2006-05-15,1.083
2006-05-16,-1.25
2006-05-17,0.0
2006-05-18,0.0
2006-05-19,7.4141
2006-05-22,-6.3972999999999995
2006-05-23,1.6187
2006-05-24,-1.5929
2006-05-25,0.7194
2006-05-26,0.8929
2006-05-30,-1.7699
2006-05-31,0.5405
2006-06-01,-0.7168
2006-06-02,-0.722
2006-06-05,-0.3636
2006-06-06,-1.4599
2006-06-07,0.0
2006-06-08,0.0
2006-06-09,-0.5556
2006-06-12,-0.1862
2006-06-13,-0.1866
2006-06-14,1.6822
2006-06-15,0.5515
2006-06-16,0.3656
2006-06-19,-2.0036
2006-06-20,0.0
2006-06-21,0.7435
2006-06-22,-0.369
2006-06-23,-0.3704
2006-06-26,0.0
2006-06-27,0.0
2006-06-28,0.1859
2006-06-29,0.1855
2006-06-30,1.8519
2006-07-03,-2.0
2006-07-05,-0.1855
2006-07-07,0.0
2006-07-10,0.0
2006-07-12,0.0
2006-07-13,0.1859
2006-07-14,0.1855
2006-07-17,-0.3704
2006-07-18,0.1859
2006-07-19,0.0
2006-07-20,-0.1855
2006-07-21,0.0
2006-07-24,0.1859
2006-07-25,-0.3711
2006-07-26,0.0
2006-07-27,1.1173
2006-07-31,0.1842
2006-08-02,-0.9191
2006-08-03,0.1855
2006-08-04,0.7407
2006-08-07,-0.7353
2006-08-08,0.1852
2006-08-09,-0.7394
2006-08-10,-0.9311
2006-08-11,1.1278
2006-08-14,0.1859
2006-08-15,-0.7421
2006-08-16,0.3738
2006-08-17,0.5587
2006-08-18,-0.3704
2006-08-21,0.0
2006-08-22,0.3253
2006-08-23,-0.3242
2006-08-24,0.0
2006-08-25,1.1152
2006-08-28,-1.2868
2006-08-29,0.9311
2006-08-30,-0.369
2006-08-31,-0.3704
2006-09-01,1.1152
2006-09-05,-0.7353
2006-09-07,0.7407
2006-09-11,0.1838
2006-09-12,1.6514
2006-09-13,0.0
2006-09-14,-0.722
2006-09-15,-0.9091
