ticker,GTSO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-31,-28.5714
2005-07-08,-25.0
2005-07-18,1266.6667
2005-07-20,2.439
2005-07-21,-4.7619
2005-07-22,6.0
2005-07-25,-0.9434
2005-08-03,0.9524
2005-08-04,0.0
2005-08-08,0.0
2005-08-09,0.0
2005-08-12,0.0
2005-08-16,-3.3019
2005-08-17,0.0
2005-08-18,-0.9756
2005-08-19,0.4926
2005-08-22,0.4902
2005-08-23,1.4634
2005-08-24,1.9231
2005-08-25,0.0
2005-08-29,0.0
2005-08-30,0.0
2005-08-31,-4.717
2005-09-01,0.495
2005-09-02,0.4926
2005-09-06,0.0
2005-09-08,0.0
2005-09-13,0.9804
2005-09-14,-1.4563
2005-09-15,0.4926
2005-09-19,0.0
2005-09-20,0.0
2005-09-21,0.4902
2005-09-22,0.4878
2005-09-23,0.4854
2005-09-26,0.9662
2005-09-27,0.0
2005-09-29,-2.8708
2005-09-30,-6.8966
2005-10-03,0.5291
2005-10-20,-36.8421
2005-10-21,-3.3333
2005-10-26,-5.1724
2005-11-11,-12.7273
2005-11-28,0.0
2005-12-05,9.375
2005-12-22,-4.7619
2005-12-29,-30.0
2006-01-18,0.0
2006-02-10,44.2857
2006-02-27,2.9703
2006-03-01,-7.6923
2006-03-07,4.1667
2006-03-13,-5.0
2006-03-30,5.2632
2006-04-06,-15.0
2006-04-13,0.0
2006-06-14,-29.4118
2006-06-29,66.6667
2006-07-06,0.0
2006-07-18,0.0
2006-07-20,-40.0
2006-07-31,8.3333
2006-09-29,38.4615
2006-10-06,0.0
2006-10-09,0.0
2006-10-10,-27.7778
2006-10-16,0.0
2006-10-20,0.0
2006-12-15,38.4615
2006-12-26,-16.6667
2006-12-27,22.6667
2006-12-28,2.1739
2006-12-29,1.0638
2007-01-03,0.0
2007-01-04,0.0
2007-01-05,1.0526
2007-01-08,-11.4583
2007-01-09,12.9412
2007-01-10,1.0417
2007-01-11,0.0
2007-01-12,-7.2165
2007-01-16,8.8889
2007-01-17,0.0
2007-01-18,1.0204
2007-01-19,0.0
2007-01-22,0.0
2007-01-23,1.0101
2007-01-24,0.0
2007-01-25,0.0
2007-01-26,0.0
2007-01-29,0.0
2007-01-31,0.0
2007-02-01,0.0
2007-02-05,0.0
2007-02-06,10.0
2007-02-07,1.8182
2007-02-08,0.0
2007-02-09,78.5714
2007-02-12,15.0
2007-02-13,0.0
2007-02-14,6.5217
2007-02-15,-6.1224
2007-02-16,4.3478
2007-02-20,0.0
