ticker,PACV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,650.0
2000-01-04,0.0
2000-01-07,-86.6667
2000-01-11,0.0
2000-01-13,650.0
2000-01-14,-86.6667
2000-01-18,650.0
2000-01-24,0.0
2000-01-26,-86.6667
2000-01-28,0.0
2000-02-02,650.0
2000-02-08,-86.6667
2000-02-11,0.0
2000-02-17,650.0
2000-02-24,0.0
2000-02-25,-86.6667
2000-02-28,650.0
2000-02-29,0.0
2000-03-01,33.3333
2000-03-02,50.0
2000-03-07,0.0
2000-03-10,-93.3333
2000-03-13,0.0
2000-03-14,1400.0
2000-03-15,233.3333
2000-03-16,0.0
2000-03-22,-80.0
2000-03-23,300.0
2000-03-29,-75.0
2000-04-10,0.0
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,100.0
2000-04-18,0.0
2000-04-28,-50.0
2000-05-04,0.0
2000-05-05,-90.0
2000-06-08,900.0
2000-06-14,0.0
2000-06-16,0.0
2000-07-07,0.0
2000-07-12,0.0
2000-07-26,0.0
2000-08-01,0.0
2000-08-07,0.0
2000-08-08,0.0
2000-08-09,0.0
2000-08-10,0.0
2000-08-31,-50.0
2000-10-02,0.0
2000-10-12,0.0
2000-10-20,0.0
2000-10-24,0.0
2000-11-01,0.0
2000-11-02,0.0
2000-11-08,0.0
2000-11-15,0.0
2000-11-17,212.5
2000-11-28,-68.0
2000-12-01,0.0
2000-12-04,300.0
2000-12-05,-75.0
2000-12-07,0.0
2000-12-11,0.0
2000-12-15,0.0
2000-12-26,0.0
2000-12-28,0.0
2001-01-11,0.0
2001-01-12,0.0
2001-02-05,0.0
2001-02-09,0.0
2001-02-23,0.0
2001-04-03,0.0
2001-05-01,0.0
2001-05-08,0.0
2001-05-22,0.0
2001-06-01,0.0
2001-06-08,0.0
2001-07-02,0.0
2001-07-06,0.0
2001-07-09,0.0
2001-07-19,-60.0
2001-07-25,0.0
2001-08-09,0.0
2001-08-23,0.0
2001-10-05,200.0
2001-10-08,-66.6667
2001-10-16,0.0
2001-10-31,0.0
2001-11-01,0.0
2001-11-07,0.0
2001-11-12,100.0
2001-12-04,-50.0
2001-12-05,0.0
2001-12-06,0.0
2001-12-07,100.0
2001-12-11,-50.0
2001-12-14,0.0
2001-12-19,0.0
2001-12-21,0.0
2001-12-27,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-10,0.0
2002-01-11,300.0
2002-01-22,-75.0
2002-02-01,0.0
2002-02-05,0.0
2002-02-13,0.0
2002-02-15,0.0
