ticker,VCLD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-11-09,0.0
2010-11-10,0.0
2010-11-16,0.0
2010-11-19,0.0
2010-12-06,0.0
2010-12-10,0.0
2010-12-15,8.0
2010-12-16,0.0
2010-12-17,11.1111
2010-12-20,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,0.0
2011-01-10,0.0
2011-01-11,0.0
2011-01-19,0.0
2011-01-21,0.0
2011-02-04,-83.3333
2011-02-08,440.0
2011-02-09,0.0
2011-02-11,0.0
2011-02-16,-7.4074
2011-02-17,0.0
2011-02-23,0.0
2011-02-24,-18.4
2011-03-04,-6.8627
2011-03-07,-47.3684
2011-03-08,0.0
2011-03-15,-20.0
2011-03-16,-37.5
2011-03-22,60.0
2011-03-28,-15.0
2011-03-29,-11.7647
2011-03-30,0.0
2011-04-01,0.0
2011-04-04,3.3333
2011-04-05,6.4516
2011-04-13,-9.0909
2011-04-14,10.0
2011-04-18,-21.2121
2011-04-19,30.7692
2011-04-20,-14.7059
2011-04-21,-13.7931
2011-04-25,20.0
2011-04-26,0.0
2011-04-27,-16.6667
2011-04-28,0.0
2011-04-29,-20.0
2011-05-02,0.0
2011-05-04,50.0
2011-05-05,0.0
2011-05-09,-16.6667
2011-05-10,-40.0
2011-05-11,0.0
2011-05-12,73.3333
2011-05-13,-3.8462
2011-05-16,0.0
2011-05-17,12.0
2011-05-18,-17.8571
2011-05-19,21.7391
2011-05-20,-3.5714
2011-05-23,-37.037
2011-05-24,17.647100000000002
2011-05-26,15.0
2011-05-27,-4.3478
2011-05-31,-27.2727
2011-06-01,6.25
2011-06-02,17.647100000000002
2011-06-03,0.0
2011-06-06,-5.0
2011-06-07,-15.7895
2011-06-08,25.0
2011-06-09,0.0
2011-06-10,-25.0
2011-06-14,33.3333
2011-06-21,-15.0
2011-06-22,17.647100000000002
2011-06-23,-15.0
2011-06-27,0.0
2011-06-28,0.0
2011-06-29,17.647100000000002
2011-06-30,0.0
2011-07-01,5.0
2011-07-05,19.0476
2011-07-06,0.0
2011-07-07,0.0
2011-07-08,-20.0
2011-07-11,22.5
2011-07-12,2.0408
2011-07-13,0.0
2011-07-14,8.0
2011-07-15,-25.9259
2011-07-18,0.0
2011-07-19,0.0
2011-07-20,17.5
2011-07-21,-6.383
2011-07-22,0.0
2011-07-25,-4.5455
2011-07-26,-4.7619
2011-07-28,0.0
2011-07-29,-25.0
2011-08-01,33.3333
2011-08-02,0.0
2011-08-04,-25.0
2011-08-08,33.3333
