ticker,GABA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-07-08,20.8333
2002-08-15,6.8966
2002-08-16,0.0
2002-08-19,-3.2258
2002-08-21,0.0
2002-08-22,3.3333
2002-08-27,0.0
2002-09-13,3.2258
2002-09-16,-6.3125
2002-09-17,3.4023
2002-09-19,3.2258
2002-09-26,0.0
2002-10-02,-3.125
2002-10-04,-1.6129
2002-10-23,8.6066
2002-10-25,0.0
2002-10-28,0.0
2002-11-04,0.0
2002-11-06,-9.434
2002-11-07,14.5833
2002-11-08,1.7455
2002-11-25,0.0715
2002-12-03,14.2857
2002-12-06,-12.4375
2002-12-09,0.6424
2002-12-10,7.4468
2002-12-12,12.2112
2002-12-13,0.0
2002-12-18,0.0
2002-12-27,0.0
2003-01-06,11.7647
2003-01-08,-17.1053
2003-01-09,7.9365
2003-01-22,0.0
2003-01-23,0.0
2003-01-27,-5.9412
2003-01-31,-4.6279
2003-02-03,-1.9672
2003-02-04,0.0
2003-02-10,1.6722000000000001
2003-02-12,0.0
2003-02-13,-1.3158
2003-02-19,-1.6667
2003-02-25,0.0
2003-02-27,1.6949
2003-03-10,-4.9333
2003-03-11,5.1893
2003-03-13,0.0
2003-03-14,-10.0
2003-03-20,14.8148
2003-03-26,-3.2258
2003-03-27,0.0
2003-04-04,0.0
2003-04-16,0.0
2003-04-17,0.0
2003-04-30,0.0
2003-05-01,6.6667
2003-05-02,-3.125
2003-05-05,3.2258
2003-05-08,-6.25
2003-05-09,0.0
2003-05-12,0.0
2003-05-15,6.6667
2003-05-19,0.0
2003-05-20,-3.125
2003-05-21,-0.3226
2003-05-22,0.3236
2003-05-27,3.2258
2003-05-28,0.0
2003-05-29,0.0
2003-06-02,-1.5625
2003-06-03,-1.5873
2003-06-04,-0.5806
2003-06-05,0.584
2003-06-09,0.0
2003-06-10,1.6129
2003-06-12,1.5873
2003-06-13,3.125
2003-06-23,4.2424
2003-06-24,1.7442
2003-06-26,0.0
2003-06-27,0.0
2003-07-01,4.5714
2003-07-07,-1.6393
2003-07-08,-0.2778
2003-07-09,-1.1142
2003-07-10,9.8592
2003-07-11,-5.1282
2003-07-14,5.4054
2003-07-15,0.0
2003-07-16,0.0
2003-07-21,8.9744
2003-07-22,1.2235
2003-07-23,-1.2086999999999999
2003-07-24,0.0
2003-07-28,-0.0471
2003-07-29,-1.1299
2003-07-30,0.2381
2003-07-31,-3.8005
2003-08-14,2.4691
2003-08-15,1.2048
2003-08-21,0.5952
2003-08-22,-0.5917
