ticker,SYMSQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-1.25
2000-01-05,-2.5316
2000-01-06,3.8961
2000-01-07,5.0
2000-01-10,-2.3810000000000002
2000-01-11,2.439
2000-01-12,-4.7619
2000-01-13,-1.25
2000-01-14,5.0633
2000-01-18,-6.0241
2000-01-19,1.2821
2000-01-20,-1.2658
2000-01-21,0.0
2000-01-24,2.5641
2000-01-25,-2.5
2000-01-26,0.0
2000-01-27,-6.4103
2000-01-28,-1.3699
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,1.3889
2000-02-04,-1.3699
2000-02-07,-1.3889
2000-02-08,1.4085
2000-02-09,1.3889
2000-02-10,-4.1096
2000-02-11,2.8571
2000-02-14,1.3889
2000-02-15,-1.3699
2000-02-16,-1.3889
2000-02-17,0.0
2000-02-18,1.4085
2000-02-22,-2.7778
2000-02-23,0.0
2000-02-24,-1.4285999999999999
2000-02-25,1.4493
2000-02-28,-8.5714
2000-02-29,1.5625
2000-03-01,1.5385
2000-03-02,-3.0303
2000-03-03,3.125
2000-03-06,-3.0303
2000-03-07,-1.5625
2000-03-08,-3.1746
2000-03-09,-1.6393
2000-03-10,1.6667
2000-03-13,1.6393
2000-03-14,3.2258
2000-03-15,0.0
2000-03-16,1.5625
2000-03-17,3.0769
2000-03-20,4.4776
2000-03-21,-1.4285999999999999
2000-03-22,2.8986
2000-03-23,-4.2254
2000-03-24,-7.3529
2000-03-27,-4.7619
2000-03-28,0.0
2000-03-29,-1.6667
2000-03-30,-3.3898
2000-03-31,12.2807
2000-04-03,1.5625
2000-04-04,0.0
2000-04-05,-1.5385
2000-04-06,3.125
2000-04-07,0.0
2000-04-10,3.0303
2000-04-11,-1.4706000000000001
2000-04-12,0.0
2000-04-13,-1.4925
2000-04-14,-4.5455
2000-04-17,1.5873
2000-04-18,0.0
2000-04-19,-1.5625
2000-04-20,-1.5873
2000-04-24,3.2258
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,-3.125
2000-04-28,3.2258
2000-05-01,0.0
2000-05-02,-3.125
2000-05-03,-4.8387
2000-05-04,-1.6949
2000-05-05,3.4483
2000-05-08,1.6667
2000-05-09,1.6393
2000-05-10,-3.2258
2000-05-11,0.0
2000-05-12,-1.6667
2000-05-15,1.6949
2000-05-16,0.0
2000-05-17,-5.0
2000-05-18,-5.2632
2000-05-19,1.8519
2000-05-22,-3.6364
2000-05-23,1.8868
2000-05-24,0.0
