ticker,4126262Q US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.1368
2000-01-04,0.2183
2000-01-05,3.4858000000000002
2000-01-06,3.3684
2000-01-07,-2.444
2000-01-10,5.2192
2000-01-11,-0.9921
2000-01-12,8.016
2000-01-13,6.1224
2000-01-14,-2.4476
2000-01-18,0.3584
2000-01-19,-1.4643
2000-01-20,0.1815
2000-01-21,0.7246
2000-01-24,-3.5971
2000-01-25,-0.3731
2000-01-26,0.1873
2000-01-27,9.9065
2000-01-28,2.0408
2000-01-31,0.6667
2000-02-01,3.1457
2000-02-02,-0.1605
2000-02-03,-6.2701
2000-02-04,-1.5436999999999999
2000-02-07,-1.0453
2000-02-08,-1.7606000000000002
2000-02-09,-2.3297
2000-02-10,0.7339
2000-02-11,-0.9107
2000-02-14,-2.0221
2000-02-15,-0.3752
2000-02-16,1.8832
2000-02-17,4.0665
2000-02-18,-1.5986
2000-02-22,-1.444
2000-02-23,-1.2821
2000-02-24,-1.2987
2000-02-25,1.1278
2000-02-28,1.1152
2000-02-29,1.1029
2000-03-01,0.5455
2000-03-02,1.6275
2000-03-03,0.5338
2000-03-06,-4.6018
2000-03-07,-0.7421
2000-03-08,-0.9346
2000-03-09,0.9434
2000-03-10,-1.1215
2000-03-13,-2.6465
2000-03-14,-0.1942
2000-03-15,1.5564
2000-03-16,8.6207
2000-03-17,-1.0582
2000-03-20,-2.1390000000000002
2000-03-21,-0.3643
2000-03-22,0.1828
2000-03-23,1.4599
2000-03-24,0.5396
2000-03-27,-0.1789
2000-03-28,-2.1505
2000-03-29,-2.1978
2000-03-30,0.1873
2000-03-31,5.7943999999999996
2000-04-03,0.7067
2000-04-04,-5.4386
2000-04-05,-1.1132
2000-04-06,1.5009000000000001
2000-04-07,-1.4787
2000-04-10,-1.1257
2000-04-11,-0.9488
2000-04-12,1.9157
2000-04-13,1.5038
2000-04-14,-2.963
2000-04-17,-2.2901
2000-04-18,0.1563
2000-04-19,0.0
2000-04-20,-0.3906
2000-04-24,-2.9412000000000003
2000-04-25,2.2222
2000-04-26,4.3478
2000-04-27,-5.6818
2000-04-28,2.8112
2000-05-01,-3.9063
2000-05-02,0.2033
2000-05-03,-0.6085
2000-05-04,0.0
2000-05-05,-1.2245
2000-05-08,0.8264
2000-05-09,-1.0246
2000-05-10,-1.0352
2000-05-11,1.6736
2000-05-12,2.0576
2000-05-15,0.8065
2000-05-16,0.0
2000-05-17,-2.0
2000-05-18,2.0408
2000-05-19,0.4
