ticker,MFV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.8475
2000-01-05,-1.2605
2000-01-06,-0.4255
2000-01-07,-0.4274
2000-01-10,2.1459
2000-01-11,-5.042
2000-01-12,1.4159
2000-01-13,0.0
2000-01-14,0.4405
2000-01-18,-0.4386
2000-01-19,-1.3216
2000-01-20,-0.4464
2000-01-21,0.0
2000-01-24,0.4484
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,0.8929
2000-02-01,0.885
2000-02-02,-1.3158
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,0.9778
2000-02-14,-0.4444
2000-02-15,-0.4464
2000-02-16,0.0
2000-02-17,-0.8969
2000-02-18,-0.4525
2000-02-22,0.4545
2000-02-23,0.905
2000-02-24,0.4484
2000-02-25,-0.8929
2000-02-28,0.0
2000-02-29,0.4505
2000-03-01,0.0
2000-03-02,-0.4484
2000-03-03,0.0
2000-03-06,0.0
2000-03-07,-0.4505
2000-03-08,-0.905
2000-03-09,0.0
2000-03-10,-0.4566
2000-03-13,0.0917
2000-03-14,0.0
2000-03-15,-0.463
2000-03-16,1.8605
2000-03-17,0.4566
2000-03-20,-1.8182
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,-0.9259
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,0.4673
2000-03-29,-0.4651
2000-03-30,0.0
2000-03-31,0.9346
2000-04-03,0.9259
2000-04-04,0.4587
2000-04-05,-1.3699
2000-04-06,5.5556
2000-04-07,-1.3158
2000-04-10,-2.2222
2000-04-11,1.8182
2000-04-12,-0.8036
2000-04-13,-2.7273
2000-04-14,-2.8037
2000-04-17,3.8462
2000-04-18,0.463
2000-04-19,1.3825
2000-04-20,-1.3636
2000-04-24,0.0
2000-04-25,6.4516
2000-04-26,-1.2987
2000-04-27,-6.5789
2000-04-28,-0.4695
2000-05-01,0.9434
2000-05-02,-1.8692
2000-05-03,0.9524
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,-0.9434
2000-05-09,4.2857
2000-05-10,-1.3699
2000-05-11,-0.8333
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,1.8868
2000-05-17,0.9259
2000-05-18,-1.8349
2000-05-19,2.3364
2000-05-22,-1.3699
2000-05-23,-2.7778
2000-05-24,0.0
2000-05-25,2.3810000000000002
2000-05-26,0.0
2000-05-30,0.0
