ticker,VBF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.3984
2000-01-04,2.8
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,0.7782
2000-01-10,-0.3861
2000-01-11,0.7752
2000-01-12,-1.1538
2000-01-13,-0.3891
2000-01-14,-0.3906
2000-01-18,-0.7843
2000-01-19,0.3953
2000-01-20,-0.3937
2000-01-21,0.3953
2000-01-24,-0.3937
2000-01-25,-0.3953
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,0.7937
2000-02-02,0.7874
2000-02-03,0.3906
2000-02-04,0.7782
2000-02-07,0.3861
2000-02-08,0.7692
2000-02-09,0.3817
2000-02-10,0.3802
2000-02-11,-0.3788
2000-02-14,-0.7605
2000-02-15,-0.3831
2000-02-16,0.0
2000-02-17,-0.7692
2000-02-18,0.3876
2000-02-22,0.0
2000-02-23,-0.7722
2000-02-24,0.0
2000-02-25,0.7782
2000-02-28,0.0
2000-02-29,-0.3861
2000-03-01,0.7752
2000-03-02,-0.3846
2000-03-03,-0.7722
2000-03-06,0.3891
2000-03-07,-0.3876
2000-03-08,0.3891
2000-03-09,-0.3876
2000-03-10,0.3891
2000-03-13,-0.5488
2000-03-14,0.3984
2000-03-15,0.3968
2000-03-16,0.3953
2000-03-17,-0.3937
2000-03-20,0.3953
2000-03-21,-0.3937
2000-03-22,0.0
2000-03-23,1.1858
2000-03-24,-1.1719
2000-03-27,0.7905
2000-03-28,-0.7843
2000-03-29,0.3953
2000-03-30,0.7874
2000-03-31,0.3906
2000-04-03,0.0
2000-04-04,3.5019
2000-04-05,-2.6316
2000-04-06,0.7722
2000-04-07,-0.3831
2000-04-10,0.7692
2000-04-11,-0.3817
2000-04-12,0.0
2000-04-13,0.3831
2000-04-14,0.0
2000-04-17,-0.3817
2000-04-18,0.3831
2000-04-19,-0.7634
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,0.7692
2000-04-26,-0.3817
2000-04-27,-0.7663
2000-04-28,-0.3861
2000-05-01,0.7752
2000-05-02,-0.3846
2000-05-03,0.3861
2000-05-04,-0.7692
2000-05-05,0.0
2000-05-08,-1.1628
2000-05-09,-0.3922
2000-05-10,0.3937
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,-0.3922
2000-05-16,0.0
2000-05-17,0.3937
2000-05-18,0.3922
2000-05-19,-0.7813
2000-05-22,0.0
2000-05-23,-0.3937
2000-05-24,-0.3953
2000-05-25,0.0
2000-05-26,0.0
