ticker,MNY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-7.4946
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,-0.463
2000-01-10,2.093
2000-01-11,-0.4556
2000-01-12,-1.1442
2000-01-13,8.5648
2000-01-14,0.6397
2000-01-18,-3.6017
2000-01-19,-2.1978
2000-01-20,0.2247
2000-01-21,-1.7936999999999999
2000-01-24,-1.3699
2000-01-25,0.2315
2000-01-26,-0.4619
2000-01-27,0.232
2000-01-28,0.2315
2000-01-31,-0.2309
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,2.3148
2000-02-04,-0.6787
2000-02-07,-0.2278
2000-02-08,0.0
2000-02-09,-1.3699
2000-02-10,0.2315
2000-02-11,4.8499
2000-02-14,2.4229
2000-02-15,2.3656
2000-02-16,0.2101
2000-02-17,-4.6122
2000-02-18,-2.8571
2000-02-22,3.1673999999999998
2000-02-23,-1.7544
2000-02-24,-3.125
2000-02-25,0.4608
2000-02-28,0.9174
2000-02-29,4.0909
2000-03-01,0.655
2000-03-02,-2.82
2000-03-03,0.2232
2000-03-06,-2.2272
2000-03-07,0.2278
2000-03-08,-0.2273
2000-03-09,1.3667
2000-03-10,-2.6966
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,5.3118
2000-03-16,7.0175
2000-03-17,0.8197
2000-03-20,-0.6098
2000-03-21,1.227
2000-03-22,-1.4141
2000-03-23,-0.4098
2000-03-24,-0.2058
2000-03-27,-0.2062
2000-03-28,-0.8264
2000-03-29,3.3333
2000-03-30,-0.2016
2000-03-31,4.4444
2000-04-03,-1.354
2000-04-04,1.9607999999999999
2000-04-05,1.5385
2000-04-06,-2.2727
2000-04-07,-2.7132
2000-04-10,-0.7968
2000-04-11,1.2048
2000-04-12,1.1905000000000001
2000-04-13,-0.9804
2000-04-14,-3.9604
2000-04-17,1.4433
2000-04-18,2.0325
2000-04-19,-0.5976
2000-04-20,-0.2004
2000-04-24,2.8112
2000-04-25,-1.1719
2000-04-26,-2.3715
2000-04-27,0.8097
2000-04-28,-0.6024
2000-05-01,0.6061
2000-05-02,-1.4056
2000-05-03,-2.6477
2000-05-04,-2.3013
2000-05-05,0.8565
2000-05-08,0.0
2000-05-09,-1.0616
2000-05-10,6.0086
2000-05-11,2.834
2000-05-12,0.0
2000-05-15,1.9685000000000001
2000-05-16,2.1236
2000-05-17,0.0
2000-05-18,1.8904
2000-05-19,-1.6698
2000-05-22,-0.3774
2000-05-23,-1.5152
2000-05-24,0.3846
