ticker,IO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.1728
2000-01-04,-1.3158
2000-01-05,2.6667
2000-01-06,7.7922
2000-01-07,1.2048
2000-01-10,4.7619
2000-01-11,7.9545
2000-01-12,-1.0526
2000-01-13,-2.1277
2000-01-14,3.2609
2000-01-18,4.2105
2000-01-19,-3.0303
2000-01-20,-2.0833
2000-01-21,0.0
2000-01-24,2.1277
2000-01-25,0.0
2000-01-26,10.4167
2000-01-27,-5.6604
2000-01-28,-4.0
2000-01-31,-2.0833
2000-02-01,2.1277
2000-02-02,6.25
2000-02-03,0.0
2000-02-04,-4.902
2000-02-07,4.1237
2000-02-08,-3.9604
2000-02-09,-4.1237
2000-02-10,5.3763
2000-02-11,-4.0816
2000-02-14,1.0638
2000-02-15,3.1579
2000-02-16,-2.0408
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-1.0417
2000-02-23,0.0
2000-02-24,-1.0526
2000-02-25,-1.0638
2000-02-28,2.1505
2000-02-29,2.1053
2000-03-01,-2.0619
2000-03-02,8.4211
2000-03-03,-3.8834999999999997
2000-03-06,-1.0101
2000-03-07,10.2041
2000-03-08,-11.1111
2000-03-09,6.25
2000-03-10,-3.9215999999999998
2000-03-13,-2.0408
2000-03-14,0.0
2000-03-15,3.125
2000-03-16,-3.0303
2000-03-17,-3.125
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,1.0753
2000-03-23,2.1277
2000-03-24,2.0833
2000-03-27,-2.0408
2000-03-28,-2.0833
2000-03-29,4.2553
2000-03-30,-3.0612
2000-03-31,3.1579
2000-04-03,1.0204
2000-04-04,-6.0606
2000-04-05,-1.0753
2000-04-06,7.6087
2000-04-07,-2.0202
2000-04-10,3.0928
2000-04-11,-2.0
2000-04-12,0.0
2000-04-13,-1.0204
2000-04-14,1.0309
2000-04-17,-2.0408
2000-04-18,1.0417
2000-04-19,0.0
2000-04-20,4.1237
2000-04-24,0.0
2000-04-25,3.9604
2000-04-26,1.9048
2000-04-27,4.6729
2000-04-28,5.3571
2000-05-01,11.8644
2000-05-02,-3.0303
2000-05-03,-3.125
2000-05-04,-1.6129
2000-05-05,3.2787
2000-05-08,-1.5873
2000-05-09,1.6129
2000-05-10,-0.7937
2000-05-11,0.0
2000-05-12,-8.8
2000-05-15,4.386
2000-05-16,2.521
2000-05-17,0.8197
2000-05-18,-5.6911000000000005
2000-05-19,-4.3103
2000-05-22,-5.4054
2000-05-23,7.619
2000-05-24,0.885
