ticker,3386070Q US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.7027
2000-01-04,-1.6667
2000-01-05,-2.2599
2000-01-06,1.7341
2000-01-07,3.9773
2000-01-10,6.5574
2000-01-11,21.0256
2000-01-12,-8.4746
2000-01-13,2.7778
2000-01-14,2.7027
2000-01-18,2.6316
2000-01-19,2.1368
2000-01-20,-1.2551999999999999
2000-01-21,1.6949
2000-01-24,-0.8333
2000-01-25,0.8403
2000-01-26,0.0
2000-01-27,-1.25
2000-01-28,-4.6414
2000-01-31,-7.0796
2000-02-01,-0.9524
2000-02-02,-0.4808
2000-02-03,7.2464
2000-02-04,0.4505
2000-02-07,6.2780000000000005
2000-02-08,2.1097
2000-02-09,-4.1322
2000-02-10,-0.431
2000-02-11,-3.0303
2000-02-14,0.0
2000-02-15,-1.3393
2000-02-16,-1.81
2000-02-17,3.2258
2000-02-18,-3.125
2000-02-22,4.1475
2000-02-23,-1.3274
2000-02-24,-1.3453
2000-02-25,-0.9091
2000-02-28,-0.9174
2000-02-29,1.8519
2000-03-01,-0.9091
2000-03-02,0.0
2000-03-03,-0.9174
2000-03-06,-4.1667
2000-03-07,-12.5604
2000-03-08,8.8398
2000-03-09,9.1371
2000-03-10,13.9535
2000-03-13,-2.0408
2000-03-14,-0.4167
2000-03-15,0.4184
2000-03-16,1.25
2000-03-17,2.0576
2000-03-20,-3.2258
2000-03-21,0.8333
2000-03-22,0.0
2000-03-23,16.1157
2000-03-24,3.5587
2000-03-27,-1.7182
2000-03-28,-1.7483
2000-03-29,2.847
2000-03-30,-7.9585
2000-03-31,-4.1353
2000-04-03,-5.8824
2000-04-04,-5.0
2000-04-05,3.5088
2000-04-06,6.7797
2000-04-07,4.7619
2000-04-10,0.3788
2000-04-11,-5.6604
2000-04-12,-4.0
2000-04-13,-3.75
2000-04-14,-8.2251
2000-04-17,-1.4151
2000-04-18,6.6986
2000-04-19,9.417
2000-04-20,-2.0492
2000-04-24,-5.4393
2000-04-25,3.5398
2000-04-26,0.4274
2000-04-27,11.0638
2000-04-28,8.8123
2000-05-01,10.9155
2000-05-02,-8.8889
2000-05-03,-3.8327999999999998
2000-05-04,-0.7246
2000-05-05,2.1898
2000-05-08,0.3571
2000-05-09,-4.9822
2000-05-10,-3.7453
2000-05-11,2.7237
2000-05-12,0.7576
2000-05-15,-3.7594
2000-05-16,2.7344
2000-05-17,-2.6616
2000-05-18,-3.5156
2000-05-19,-2.4291
2000-05-22,0.4149
2000-05-23,-1.6529
