date,Higher Education Student Loan and Housing Board
2010-12-05,23.0
2010-12-12,38.0
2010-12-19,100.0
2010-12-26,17.0
2011-01-02,2.0
2011-01-09,0.0
2011-01-16,1.0
2011-01-23,1.0
2011-01-30,0.0
2011-02-06,0.0
2011-02-13,0.0
2011-02-20,0.0
2011-02-27,0.0
2011-03-06,0.0
2011-03-13,0.0
2011-03-20,0.0
2011-03-27,2.0
2011-04-03,4.0
2011-04-10,1.0
2011-04-17,0.0
2011-04-24,1.0
2011-05-01,0.0
2011-05-08,0.0
2011-05-15,3.0
2011-05-22,0.0
2011-05-29,0.0
2011-06-05,2.0
2011-06-12,0.0
2011-06-19,0.0
2011-06-26,0.0
2011-07-03,0.0
2011-07-10,1.0
2011-07-17,0.0
2011-07-24,0.0
2011-07-31,3.0
2011-08-07,2.0
2011-08-14,3.0
2011-08-21,3.0
2011-08-28,0.0
2011-09-04,8.0
2011-09-11,0.0
2011-09-18,0.0
2011-09-25,1.0
2011-10-02,0.0
2011-10-09,2.0
2011-10-16,0.0
2011-10-23,0.0
2011-10-30,3.0
2011-11-06,1.0
2011-11-13,0.0
2011-11-20,15.5
2011-11-27,19.0
2011-12-04,34.0
2011-12-11,92.0
2011-12-18,0.0
2011-12-25,0.0
2012-01-01,31.0
2012-01-08,25.0
2012-01-15,0.0
2012-01-22,0.0
2012-01-29,0.0
2012-02-05,38.0
2012-02-12,0.0
2012-02-19,0.0
2012-02-26,61.0
2012-03-04,0.0
2012-03-11,30.0
2012-03-18,38.0
2012-03-25,24.0
2012-04-01,0.0
2012-04-08,20.0
2012-04-15,31.0
2012-04-22,0.0
2012-04-29,32.0
2012-05-06,30.0
2012-05-13,0.0
2012-05-20,0.0
2012-05-27,0.0
2012-06-03,0.0
2012-06-10,0.0
2012-06-17,0.0
2012-06-24,66.0
2012-07-01,48.0
2012-07-08,42.0
2012-07-15,0.0
2012-07-22,47.0
2012-07-29,37.0
2012-08-05,0.0
2012-08-12,39.0
2012-08-19,100.0
2012-08-26,70.0
2012-09-02,69.0
2012-09-09,31.0
2012-09-16,29.0
2012-09-23,35.0
2012-09-30,75.0
2012-10-07,0.0
2012-10-14,36.0
2012-10-21,47.0
2012-10-28,31.0
2012-11-04,24.0
2012-11-11,45.0
2012-11-18,14.0
2012-11-25,100.0
2012-12-02,27.0
2012-12-09,21.0
2012-12-16,19.0
2012-12-23,25.0
2012-12-30,10.0
2013-01-06,12.0
2013-01-13,0.0
2013-01-20,12.0
2013-01-27,31.0
2013-02-03,10.0
2013-02-10,0.0
2013-02-17,0.0
2013-02-24,0.0
2013-03-03,11.0
2013-03-10,29.0
2013-03-17,19.0
2013-03-24,0.0
2013-03-31,0.0
2013-04-07,7.0
2013-04-14,12.0
2013-04-21,21.0
2013-04-28,0.0
2013-05-05,16.0
2013-05-12,0.0
2013-05-19,15.0
2013-05-26,9.0
2013-06-02,12.0
2013-06-09,12.0
2013-06-16,17.0
2013-06-23,14.0
2013-06-30,36.0
2013-07-07,17.0
2013-07-14,12.0
2013-07-21,20.0
2013-07-28,37.0
2013-08-04,26.0
2013-08-11,28.0
2013-08-18,31.0
2013-08-25,86.0
2013-09-01,33.0
2013-09-08,19.0
2013-09-15,17.0
2013-09-22,18.0
2013-09-29,20.0
2013-10-06,9.0
2013-10-13,7.0
2013-10-20,27.0
2013-10-27,9.0
2013-11-03,13.0
2013-11-10,1.0
2013-11-17,3.0
2013-11-24,0.0
2013-12-01,6.0
2013-12-08,13.0
2013-12-15,9.0
2013-12-22,2.0
2013-12-29,5.0
2014-01-05,2.0
2014-01-12,2.0
2014-01-19,1.0
2014-01-26,0.0
2014-02-02,0.0
2014-02-09,0.0
2014-02-16,3.0
2014-02-23,2.0
2014-03-02,2.0
2014-03-09,0.0
2014-03-16,1.0
2014-03-23,4.0
2014-03-30,4.0
2014-04-06,2.0
2014-04-13,4.0
2014-04-20,0.0
2014-04-27,2.0
2014-05-04,2.0
2014-05-11,3.0
2014-05-18,4.0
2014-05-25,6.0
2014-06-01,6.0
2014-06-08,0.0
2014-06-15,0.0
2014-06-22,2.0
2014-06-29,5.0
2014-07-06,6.0
2014-07-13,4.0
2014-07-20,16.0
2014-07-27,28.0
2014-08-03,21.0
2014-08-10,29.0
2014-08-17,40.0
2014-08-24,75.0
2014-08-31,100.0
2014-09-07,41.0
2014-09-14,31.0
2014-09-21,38.0
2014-09-28,31.0
2014-10-05,40.0
2014-10-12,38.0
2014-10-19,41.0
2014-10-26,15.0
2014-11-02,14.0
2014-11-09,10.0
2014-11-16,9.0
2014-11-23,17.0
2014-11-30,22.0
2014-12-07,27.0
2014-12-14,36.0
2014-12-21,60.0
2014-12-28,100.0
2015-01-04,16.0
2015-01-11,11.0
2015-01-18,10.0
2015-01-25,3.0
2015-02-01,5.0
2015-02-08,2.0
2015-02-15,3.0
2015-02-22,2.0
2015-03-01,3.0
2015-03-08,2.0
2015-03-15,2.0
2015-03-22,5.0
2015-03-29,2.0
2015-04-05,3.0
2015-04-12,4.0
2015-04-19,3.0
2015-04-26,1.0
2015-05-03,2.0
2015-05-10,3.0
2015-05-17,3.0
2015-05-24,5.0
2015-05-31,2.0
2015-06-07,3.0
2015-06-14,0.0
2015-06-21,2.0
2015-06-28,3.0
2015-07-05,3.0
2015-07-12,4.0
2015-07-19,4.0
2015-07-26,14.0
2015-08-02,16.0
2015-08-09,13.0
2015-08-16,8.0
2015-08-23,16.0
2015-08-30,36.0
2015-09-06,9.0
2015-09-13,5.0
2015-09-20,8.0
2015-09-27,10.0
2015-10-04,14.0
2015-10-11,11.0
2015-10-18,21.0
2015-10-25,9.0
2015-11-01,24.0
2015-11-08,22.0
2015-11-15,16.0
2015-11-22,11.0
2015-11-29,36.0
2015-12-06,21.0
2015-12-13,57.0
2015-12-20,100.0
2015-12-27,14.0
2016-01-03,4.0
2016-01-10,3.0
2016-01-17,6.0
2016-01-24,0.0
2016-01-31,6.0
2016-02-07,4.0
2016-02-14,5.0
2016-02-21,16.0
2016-02-28,7.0
2016-03-06,6.0
2016-03-13,3.0
2016-03-20,6.0
2016-03-27,6.0
2016-04-03,7.0
2016-04-10,4.0
2016-04-17,0.0
2016-04-24,0.0
2016-05-01,6.0
2016-05-08,3.0
2016-05-15,0.0
2016-05-22,11.0
2016-05-29,3.0
2016-06-05,0.0
2016-06-12,0.0
2016-06-19,14.0
2016-06-26,0.0
2016-07-03,4.0
2016-07-10,0.0
2016-07-17,8.0
2016-07-24,11.0
2016-07-31,8.0
2016-08-07,13.0
2016-08-14,10.0
2016-08-21,7.0
2016-08-28,16.0
2016-09-04,18.0
2016-09-11,6.0
2016-09-18,10.0
2016-09-25,16.0
2016-10-02,8.0
2016-10-09,0.0
2016-10-16,3.0
2016-10-23,0.0
2016-10-30,43.0
2016-11-06,97.0
2016-11-13,60.0
2016-11-20,0.0
2016-11-27,23.0
2016-12-04,27.0
2016-12-11,0.0
2016-12-18,30.0
2016-12-25,0.0
2017-01-01,67.0
2017-01-08,0.0
2017-01-15,0.0
2017-01-22,28.0
2017-01-29,0.0
2017-02-05,42.0
2017-02-12,0.0
2017-02-19,0.0
2017-02-26,0.0
2017-03-05,49.0
2017-03-12,39.0
2017-03-19,92.0
2017-03-26,0.0
2017-04-02,0.0
2017-04-09,35.0
2017-04-16,69.0
2017-04-23,25.0
2017-04-30,62.0
2017-05-07,0.0
2017-05-14,68.0
2017-05-21,0.0
2017-05-28,0.0
2017-06-04,0.0
2017-06-11,0.0
2017-06-18,28.0
2017-06-25,35.0
2017-07-02,0.0
2017-07-09,0.0
2017-07-16,49.0
2017-07-23,20.0
2017-07-30,0.0
2017-08-06,23.0
2017-08-13,73.0
2017-08-20,45.0
2017-08-27,51.0
2017-09-03,0.0
2017-09-10,61.0
2017-09-17,0.0
2017-09-24,0.0
2017-10-01,66.0
2017-10-08,33.0
2017-10-15,100.0
2017-10-22,0.0
2017-10-29,90.0
2017-11-05,63.0
2017-11-12,55.0
2017-11-19,84.0
2017-11-26,37.0
2017-12-03,0.0
2017-12-10,53.0
2017-12-17,39.0
2017-12-24,0.0
2017-12-31,0.0
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,90.0
2018-03-18,53.0
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,59.0
2018-04-15,0.0
2018-04-22,0.0
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.0
2018-05-20,31.0
2018-05-27,100.0
2018-06-03,0.0
2018-06-10,0.0
2018-06-17,30.0
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,38.0
2018-07-15,63.0
2018-07-22,0.0
2018-07-29,0.0
2018-08-05,0.0
2018-08-12,37.0
2018-08-19,0.0
2018-08-26,0.0
2018-09-02,64.0
2018-09-09,98.0
2018-09-16,0.0
2018-09-23,29.0
2018-09-30,0.0
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,25.0
2018-10-28,48.0
2018-11-04,68.0
2018-11-11,26.0
2018-11-18,78.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,41.0
2018-12-16,46.0
2018-12-23,57.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,41.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,46.0
2019-02-17,0.0
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,48.0
2019-03-31,0.0
2019-04-07,100.0
2019-04-14,35.0
2019-04-21,48.0
2019-04-28,67.0
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,37.0
2019-05-26,50.0
2019-06-02,0.0
2019-06-09,61.0
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,53.0
2019-07-07,0.0
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,47.0
2019-08-18,46.0
2019-08-25,40.0
2019-09-01,30.0
2019-09-08,56.0
2019-09-15,51.0
2019-09-22,31.0
2019-09-29,42.0
2019-10-06,31.0
2019-10-13,36.0
2019-10-20,0.0
2019-10-27,58.0
2019-11-03,22.0
2019-11-10,52.0
2019-11-17,40.0
2019-11-24,35.0
2019-12-01,49.0
2019-12-08,0.0
2019-12-15,76.0
2019-12-22,26.0
2019-12-29,28.0
2020-01-05,0.0
2020-01-12,44.0
2020-01-19,0.0
2020-01-26,16.0
2020-02-02,16.0
2020-02-09,26.0
2020-02-16,32.0
2020-02-23,29.0
2020-03-01,0.0
2020-03-08,17.0
2020-03-15,49.0
2020-03-22,45.0
2020-03-29,46.0
2020-04-05,24.0
2020-04-12,0.0
2020-04-19,67.0
2020-04-26,0.0
2020-05-03,0.0
2020-05-10,43.0
2020-05-17,0.0
2020-05-24,31.0
2020-05-31,51.0
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,17.0
2020-06-28,21.0
2020-07-05,100.0
2020-07-12,41.0
2020-07-19,26.0
2020-07-26,22.0
2020-08-02,38.0
2020-08-09,40.0
2020-08-16,23.0
2020-08-23,0.0
2020-08-30,19.0
2020-09-06,17.0
2020-09-13,0.0
2020-09-20,0.0
2020-09-27,0.0
2020-10-04,0.0
2020-10-11,28.0
2020-10-18,39.0
2020-10-25,0.0
2020-11-01,33.0
2020-11-08,0.0
2020-11-15,0.0
2020-11-22,56.0
2020-11-29,0.0
2020-12-06,83.0
2020-12-13,0.0
2020-12-20,0.0
2020-12-27,49.0
2021-01-03,0.0
2021-01-10,0.0
2021-01-17,26.0
2021-01-24,0.0
2021-01-31,0.0
2021-02-07,89.0
2021-02-14,77.0
2021-02-21,0.0
2021-02-28,0.0
2021-03-07,100.0
2021-03-14,50.0
2021-03-21,0.0
2021-03-28,0.0
2021-04-04,0.0
2021-04-11,39.0
2021-04-18,0.0
2021-04-25,0.0
2021-05-02,0.0
2021-05-09,0.0
2021-05-16,100.0
2021-05-23,0.0
2021-05-30,0.0
2021-06-06,86.0
2021-06-13,29.0
2021-06-20,0.0
2021-06-27,0.0
2021-07-04,0.0
2021-07-11,0.0
2021-07-18,0.0
2021-07-25,27.0
2021-08-01,0.0
2021-08-08,0.0
2021-08-15,24.0
2021-08-22,0.0
2021-08-29,0.0
2021-09-05,27.0
2021-09-12,29.0
2021-09-19,27.0
2021-09-26,43.0
2021-10-03,0.0
2021-10-10,24.0
2021-10-17,0.0
2021-10-24,28.0
2021-10-31,53.0
2021-11-07,43.0
2021-11-14,0.0
2021-11-21,0.0
2021-11-28,0.0
2021-12-05,28.0
2021-12-12,0.0
2021-12-19,61.0
2021-12-26,0.0
2022-01-02,23.0
2022-01-09,30.0
2022-01-16,0.0
2022-01-23,0.0
2022-01-30,63.0
2022-02-06,0.0
2022-02-13,0.0
2022-02-20,0.0
2022-02-27,18.0
2022-03-06,24.0
2022-03-13,20.0
2022-03-20,29.0
2022-03-27,0.0
2022-04-03,0.0
2022-04-10,0.0
2022-04-17,20.0
2022-04-24,0.0
2022-05-01,33.0
2022-05-08,0.0
2022-05-15,17.0
2022-05-22,0.0
2022-05-29,0.0
2022-06-05,0.0
2022-06-12,54.0
2022-06-19,52.0
2022-06-26,0.0
2022-07-03,25.0
2022-07-10,48.0
2022-07-17,100.0
2022-07-24,0.0
2022-07-31,0.0
2022-08-07,0.0
2022-08-14,65.0
2022-08-21,47.0
2022-08-28,49.0
2022-09-04,0.0
2022-09-11,27.0
2022-09-18,0.0
