word,k,score
markets,4,0.0001852698124281101
food,4,0.00018527264158830475
kentucky,4,0.00018532838724576785
food,3,0.000185347860571873
invest,3,0.00018538245645722775
markets,10,0.00018538326385210768
oil,6,0.00018541106275853748
banking,7,0.00018542577332587582
markets,2,0.00018542853706155683
million,8,0.00018542867422045596
ceo,1,0.00018542944210198764
seats,5,0.00018544015660715865
stock,8,0.00018544450470255036
stock,7,0.0001854486082747092
food,2,0.00018545567200403462
million,9,0.00018545637249682187
cash,1,0.00018545826507377212
invest,8,0.0001854585853245704
kentucky,3,0.00018545935428447452
ceo,8,0.00018546149191358126
markets,8,0.00018546283180790853
derivatives,8,0.0001854647251485008
stock,9,0.00018546476755365506
money,4,0.0001854651344349229
house,5,0.00018546728247717325
oil,10,0.00018546749758968748
house,4,0.00018546762385390493
world,9,0.0001854678456902449
inflation,1,0.0001854711683704046
banking,9,0.00018547131499304617
food,5,0.00018547177947723435
ceo,9,0.00018547273718965725
fine,5,0.0001854749573867114
holiday,3,0.00018547748391058342
house,6,0.00018547897380546128
chance,10,0.000185483042781838
inflation,8,0.00018548316555308249
bonds,10,0.00018548483350269994
stocks,7,0.00018548518104492945
movement,7,0.0001854856643058368
markets,5,0.00018548628566892862
religion,8,0.00018548632286450906
conflict,4,0.00018548741969845662
world,10,0.00018548771177305745
markets,9,0.00018548838126770668
seats,4,0.00018548959891069887
bonds,7,0.00018549077923108936
religion,3,0.00018549304463618543
vermont,3,0.00018549316980620974
cash,8,0.0001854934884131514
movement,8,0.00018549379500571432
ceo,2,0.0001854938333925732
food,7,0.00018549464231538385
conflict,10,0.00018549557913204303
gains,4,0.00018549668438793
restaurant,10,0.00018549825218000228
nyse,9,0.0001854992573987553
risk,1,0.00018549978294563825
markets,1,0.00018550043640735604
unemployment,4,0.00018550355147664978
risk,3,0.00018550403902901642
chance,7,0.00018550453282475406
cash,10,0.00018550496829697647
conflict,3,0.00018550554462639084
kentucky,1,0.00018550618925156518
crisis,5,0.0001855072294489322
money,8,0.00018550831885053156
dividend,1,0.00018550884625110272
cash,2,0.00018551008878117664
cash,7,0.00018551062933774853
ceo,7,0.00018551132573481466
kentucky,2,0.0001855118033794408
religion,5,0.00018551236444466497
economics,2,0.00018551326959196507
profit,3,0.0001855140232769779
risk,2,0.00018551539413997557
holiday,4,0.00018551585123269417
stocks,8,0.00018551593575794154
growth,1,0.0001855159628085689
invest,10,0.00018551748758559143
stocks,5,0.00018551784092041697
debt,6,0.00018551814540447646
derivatives,10,0.00018551836370853618
risk,9,0.00018551976680030585
economic,9,0.00018552047190516002
fond,6,0.00018552062239818475
religion,7,0.00018552077721440042
global,2,0.00018552313854098103
risk,8,0.00018552349759724793
hedge,8,0.0001855236125258131
million,3,0.0001855236357826694
finance,9,0.00018552430985122812
inflation,2,0.00018552433616975095
loss,8,0.000185525058726164
religion,4,0.00018552508341303868
inflation,3,0.00018552586689427414
bubble,5,0.00018552676681824013
ore,1,0.00018552701572902884
ceo,3,0.0001855272766471492
markets,7,0.00018552888959690053
rich,9,0.00018552964843861056
fed,1,0.00018553023005845096
vermont,8,0.00018553035166022022
ore,8,0.00018553054961141331
oil,5,0.00018553072059730567
color,1,0.0001855308651473891
governor,1,0.00018553206622540295
food,6,0.0001855326133332988
ltd,8,0.00018553299361378307
inflation,6,0.00018553376108629093
present,3,0.00018553382988190252
gold,8,0.0001855339349305086
seats,1,0.00018553396614385436
million,4,0.00018553403907056758
house,3,0.00018553412819492058
gains,8,0.00018553522019759306
movie,6,0.00018553536054954158
risk,7,0.00018553557770270828
loss,6,0.00018553562356251487
credit,7,0.0001855357613520384
water,1,0.00018553660463258465
finance,8,0.00018553721050756128
bonds,9,0.00018553745598957568
governor,8,0.00018553786810535336
nyse,10,0.00018553945672220373
global,1,0.00018553948412613564
greed,7,0.00018554018196743042
gold,3,0.00018554035107083632
case,9,0.00018554117855583413
religion,6,0.0001855415313683581
cash,4,0.0001855417179257099
elected,10,0.00018554315184979558
market,4,0.00018554324758364833
million,7,0.00018554336702285908
corporation,6,0.0001855438327058905
ltd,9,0.0001855441320719852
ore,4,0.00018554467452620813
success,3,0.0001855448247112704
invest,6,0.00018554491654850438
william,1,0.00018554604445934582
chance,2,0.00018554607376193862
conflict,2,0.00018554662932458488
transaction,9,0.00018554694735524213
greed,3,0.00018554728701304047
finance,1,0.0001855477540337695
governor,9,0.0001855492454270145
marriage,6,0.00018554974413474102
sell,8,0.000185550076950121
inflation,7,0.0001855502602332324
invest,4,0.00018555038015148536
fine,6,0.00018555039837533536
consumption,5,0.00018555081585344186
transaction,1,0.0001855510130845785
invest,7,0.00018555117107725105
home,4,0.00018555132260386723
religion,9,0.00018555143056542327
housing,2,0.00018555157224766326
crisis,8,0.00018555199872954736
forex,6,0.00018555211404765664
cash,6,0.0001855521729743286
portfolio,2,0.00018555238758476264
fond,3,0.00018555244822520501
inflation,9,0.0001855525566276477
dow_jones,5,0.0001855526380495494
global,8,0.00018555267925936348
bank,7,0.0001855530979310095
economic,8,0.00018555341048513485
greed,5,0.0001855539721187674
million,2,0.00018555410988382458
trader,1,0.00018555441324083965
court,8,0.00018555473306655667
gold,7,0.00018555480943197657
derivatives,5,0.0001855551518601993
derivatives,7,0.000185555244632806
stocks,1,0.00018555534284505918
lifestyle,8,0.00018555543938747574
freedom,1,0.0001855557518641429
forex,8,0.0001855561112886193
blacklist,3,0.00018555655506994636
labor,4,0.0001855565778479324
society,1,0.00018555749566545528
ltd,7,0.00018555750455499917
movement,3,0.00018555751815965446
trader,6,0.00018555753217227498
cancer,1,0.00018555776455698078
food,1,0.00018555812025655775
social,1,0.00018555838543810578
william,2,0.00018555845838684048
served,8,0.00018555883887578855
health,1,0.00018555899363146238
restaurant,7,0.0001855591348294676
conflict,8,0.00018555944180063524
party,10,0.00018555991635133657
freedom,10,0.00018556023963940004
