date,VIAB UN Equity
2005-12-07,1.1489
2005-12-08,-2.2272
2005-12-09,-0.5695
2005-12-10,
2005-12-11,
2005-12-12,-0.2978
2005-12-13,0.8732
2005-12-14,0.0
2005-12-15,-2.2551
2005-12-16,0.6525
2005-12-17,
2005-12-18,
2005-12-19,-1.4123999999999999
2005-12-20,-1.3620999999999999
2005-12-21,-0.4048
2005-12-22,-0.6694
2005-12-23,-0.2407
2005-12-24,
2005-12-25,
2005-12-26,
2005-12-27,-2.6779
2005-12-28,-0.1983
2005-12-29,-0.77
2005-12-30,3.0038
2005-12-31,
2006-01-01,
2006-01-02,
2006-01-03,1.0693
2006-01-04,0.9377
2006-01-05,0.6432
2006-01-06,0.9467
2006-01-07,
2006-01-08,
2006-01-09,-0.3517
2006-01-10,-0.2353
2006-01-11,-1.3915
2006-01-12,-0.3827
2006-01-13,1.2725
2006-01-14,
2006-01-15,
2006-01-16,
2006-01-17,-1.138
2006-01-18,0.0959
2006-01-19,2.4677
2006-01-20,-0.7482
2006-01-21,
2006-01-22,
2006-01-23,1.649
2006-01-24,0.7184
2006-01-25,-0.4142
2006-01-26,-0.4159
2006-01-27,0.4408
2006-01-28,
2006-01-29,
2006-01-30,-1.7094
2006-01-31,-2.5147
2006-02-01,1.4706000000000001
2006-02-02,-0.7603
2006-02-03,0.5267
2006-02-04,
2006-02-05,
2006-02-06,-0.262
2006-02-07,-0.0716
2006-02-08,1.5532
2006-02-09,0.8235
2006-02-10,0.2334
2006-02-11,
2006-02-12,
2006-02-13,-0.4191
2006-02-14,0.982
2006-02-15,0.4862
2006-02-16,0.4608
2006-02-17,-1.5596
2006-02-18,
2006-02-19,
2006-02-20,
2006-02-21,-1.165
2006-02-22,-1.2258
2006-02-23,-2.2434
2006-02-24,-1.9531
2006-02-25,
2006-02-26,
2006-02-27,0.0
2006-02-28,-0.498
2006-03-01,2.4274
2006-03-02,-2.321
2006-03-03,-0.4752
2006-03-04,
2006-03-05,
2006-03-06,-2.9153000000000002
2006-03-07,-1.4755
2006-03-08,-0.0263
2006-03-09,0.6045
2006-03-10,1.4889999999999999
2006-03-11,
2006-03-12,
2006-03-13,-0.1287
2006-03-14,0.5155
2006-03-15,-0.359
2006-03-16,-1.4153
2006-03-17,1.8011
2006-03-18,
2006-03-19,
2006-03-20,0.0
2006-03-21,-2.3077
2006-03-22,0.2625
2006-03-23,1.178
2006-03-24,0.2846
2006-03-25,
2006-03-26,
2006-03-27,-0.1032
2006-03-28,-0.0517
2006-03-29,1.5504
2006-03-30,-0.8906
2006-03-31,-0.3851
2006-04-01,
2006-04-02,
2006-04-03,-0.8763
2006-04-04,0.598
2006-04-05,0.5169
2006-04-06,0.7714
2006-04-07,-1.1993
2006-04-08,
2006-04-09,
2006-04-10,-0.8264
2006-04-11,-0.1562
2006-04-12,0.0782
2006-04-13,0.8079
2006-04-14,
2006-04-15,
2006-04-16,
2006-04-17,-0.5429
2006-04-18,-0.052
2006-04-19,0.3901
2006-04-20,0.2591
2006-04-21,0.2584
2006-04-22,
2006-04-23,
2006-04-24,0.5412
2006-04-25,1.6406
2006-04-26,1.2863
2006-04-27,0.2241
2006-04-28,-1.0435
2006-04-29,
2006-04-30,
2006-05-01,-1.4060000000000001
2006-05-02,-1.0441
2006-05-03,0.386
2006-05-04,1.7944
2006-05-05,0.9821
2006-05-06,
2006-05-07,
2006-05-08,-0.8728
2006-05-09,0.0252
2006-05-10,-0.5282
2006-05-11,-1.6688
2006-05-12,-1.4914
2006-05-13,
2006-05-14,
2006-05-15,-0.4176
2006-05-16,0.6815
2006-05-17,-1.0154
2006-05-18,-1.9726
2006-05-19,0.6708
2006-05-20,
2006-05-21,
2006-05-22,-0.4531
2006-05-23,-1.4726
2006-05-24,-0.0543
2006-05-25,1.6857
2006-05-26,0.8289
2006-05-27,
2006-05-28,
2006-05-29,
2006-05-30,-0.8486
2006-05-31,0.9628
2006-06-01,0.7947
2006-06-02,-0.2891
2006-06-03,
2006-06-04,
2006-06-05,-2.3458
2006-06-06,-2.2942
2006-06-07,0.2486
2006-06-08,2.2871
2006-06-09,1.1045
2006-06-10,
2006-06-11,
2006-06-12,-0.2931
2006-06-13,-1.6034000000000002
2006-06-14,-1.2493
2006-06-15,0.5776
2006-06-16,-1.2852000000000001
2006-06-17,
2006-06-18,
2006-06-19,0.4155
2006-06-20,-0.1103
2006-06-21,2.3198
2006-06-22,-2.1592000000000002
2006-06-23,-0.1103
2006-06-24,
2006-06-25,
2006-06-26,0.6628
2006-06-27,-2.4691
2006-06-28,0.7032
2006-06-29,0.2235
2006-06-30,-0.1115
2006-07-01,
2006-07-02,
2006-07-03,0.8929
2006-07-04,
2006-07-05,-1.7146
2006-07-06,-3.6016
2006-07-07,1.5762
2006-07-08,
2006-07-09,
2006-07-10,1.8391
2006-07-11,-0.1129
2006-07-12,-2.1751
2006-07-13,-2.3968
2006-07-14,-1.4793
2006-07-15,
2006-07-16,
2006-07-17,-0.6006
2006-07-18,1.0574
2006-07-19,2.3916
2006-07-20,-1.4307
2006-07-21,-0.859
2006-07-22,
2006-07-23,
2006-07-24,-0.2689
2006-07-25,-0.3895
2006-07-26,0.8421
2006-07-27,1.2526
2006-07-28,3.8881
2006-07-29,
2006-07-30,
2006-07-31,-1.1908
2006-08-01,-1.1764999999999999
2006-08-02,-1.0743
2006-08-03,-1.4382
2006-08-04,1.9059
2006-08-05,
2006-08-06,
2006-08-07,0.1753
2006-08-08,0.3501
2006-08-09,-1.8023
2006-08-10,9.6803
2006-08-11,-0.4588
2006-08-12,
2006-08-13,
2006-08-14,-1.2202
2006-08-15,0.0274
2006-08-16,0.2744
2006-08-17,0.9579
2006-08-18,0.0813
2006-08-19,
2006-08-20,
2006-08-21,-1.1918
2006-08-22,-0.1096
2006-08-23,0.5214
2006-08-24,-0.3276
2006-08-25,-0.4656
2006-08-26,
2006-08-27,
2006-08-28,0.798
2006-08-29,0.3549
2006-08-30,-1.2514
2006-08-31,0.0
2006-09-01,1.8457
2006-09-02,
2006-09-03,
2006-09-04,
2006-09-05,-5.6262
2006-09-06,-2.1496
2006-09-07,0.4394
2006-09-08,0.4958
2006-09-09,
2006-09-10,
2006-09-11,1.9153
2006-09-12,1.3667
2006-09-13,1.7416
2006-09-14,-1.1872
2006-09-15,2.1794000000000002
2006-09-16,
2006-09-17,
2006-09-18,-0.2461
2006-09-19,1.3980000000000001
2006-09-20,0.4866
2006-09-21,-0.4574
2006-09-22,0.0811
2006-09-23,
2006-09-24,
2006-09-25,1.4853
2006-09-26,0.2927
2006-09-27,-0.3715
2006-09-28,-1.4647000000000001
2006-09-29,0.4865
2006-09-30,
2006-10-01,
2006-10-02,-0.3228
2006-10-03,2.6174
2006-10-04,-0.0263
2006-10-05,0.4734
2006-10-06,0.1309
2006-10-07,
2006-10-08,
2006-10-09,0.6536
2006-10-10,-0.5455
2006-10-11,-0.5484
2006-10-12,2.521
2006-10-13,-0.4611
2006-10-14,
2006-10-15,
2006-10-16,-0.4375
2006-10-17,0.2585
2006-10-18,0.2836
2006-10-19,-0.1542
2006-10-20,-1.6993
2006-10-21,
2006-10-22,
2006-10-23,1.0477
2006-10-24,0.5962
2006-10-25,-0.5669
2006-10-26,2.2286
2006-10-27,1.2167
2006-10-28,
2006-10-29,
2006-10-30,-1.0769
2006-10-31,-1.4684
2006-11-01,0.2569
2006-11-02,-1.6914
