date,FOXA UW Equity
2019-07-14,
2019-07-15,0.1353
2019-07-16,-0.8646
2019-07-17,-1.4173
2019-07-18,1.0506
2019-07-19,-0.3283
2019-07-20,
2019-07-21,
2019-07-22,-0.9058
2019-07-23,0.3324
2019-07-24,1.0491
2019-07-25,1.5574
2019-07-26,0.1076
2019-07-27,
2019-07-28,
2019-07-29,0.8062
2019-07-30,0.8264
2019-07-31,-1.3221
2019-08-01,-1.1522000000000001
2019-08-02,-0.7048
2019-08-03,
2019-08-04,
2019-08-05,-1.5834000000000001
2019-08-06,1.1096
2019-08-07,1.6187
2019-08-08,-5.1566
2019-08-09,0.7686
2019-08-10,
2019-08-11,
2019-08-12,-1.2711999999999999
2019-08-13,0.3147
2019-08-14,-3.9076
2019-08-15,-2.7901
2019-08-16,0.7328
2019-08-17,
2019-08-18,
2019-08-19,2.6675
2019-08-20,-0.8267
2019-08-21,-0.5359
2019-08-22,-1.0775
2019-08-23,-3.9334
2019-08-24,
2019-08-25,
2019-08-26,1.0394
2019-08-27,-0.4676
2019-08-28,-0.4385
2019-08-29,2.9884
2019-08-30,1.3134000000000001
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,-0.5125
2019-09-04,2.4107
2019-09-05,2.056
2019-09-06,-0.0584
2019-09-07,
2019-09-08,
2019-09-09,0.2045
2019-09-10,0.0
2019-09-11,-0.8746
2019-09-12,-0.6176
2019-09-13,0.1184
2019-09-14,
2019-09-15,
2019-09-16,-0.6799
2019-09-17,-2.2024
2019-09-18,-0.6695
2019-09-19,-1.8382
2019-09-20,0.7179
2019-09-21,
2019-09-22,
2019-09-23,0.0
2019-09-24,-2.1072
2019-09-25,1.3295
2019-09-26,-1.7495
2019-09-27,-0.0318
2019-09-28,
2019-09-29,
2019-09-30,0.3022
2019-10-01,-0.9355
2019-10-02,-2.6248
2019-10-03,0.1315
2019-10-04,0.3611
2019-10-05,
2019-10-06,
2019-10-07,0.0981
2019-10-08,-1.7810000000000001
2019-10-09,0.5823
2019-10-10,0.9593
2019-10-11,3.0799
2019-10-12,
2019-10-13,
2019-10-14,-0.2225
2019-10-15,0.9876
2019-10-16,0.9148
2019-10-17,-0.0313
2019-10-18,0.7192
2019-10-19,
2019-10-20,
2019-10-21,1.6455
2019-10-22,2.1686
2019-10-23,-0.6278
2019-10-24,-2.8279
2019-10-25,0.3406
2019-10-26,
2019-10-27,
2019-10-28,1.7896
2019-10-29,-0.4547
2019-10-30,-2.3143000000000002
2019-10-31,-0.1247
2019-11-01,1.0924
2019-11-02,
2019-11-03,
2019-11-04,0.494
2019-11-05,0.8756
2019-11-06,0.8071
2019-11-07,5.5588999999999995
2019-11-08,0.5724
2019-11-09,
2019-11-10,
2019-11-11,-0.4269
2019-11-12,-1.4433
2019-11-13,-0.6525
2019-11-14,-0.1168
2019-11-15,0.1461
2019-11-16,
2019-11-17,
2019-11-18,2.6846
2019-11-19,3.0406
2019-11-20,-1.0204
2019-11-21,-0.5294
2019-11-22,-0.112
2019-11-23,
2019-11-24,
2019-11-25,0.0561
2019-11-26,0.7007
2019-11-27,-0.4175
2019-11-28,
2019-11-29,-0.0559
2019-11-30,
2019-12-01,
2019-12-02,-0.4474
2019-12-03,-1.1517
2019-12-04,0.8809
2019-12-05,0.0
2019-12-06,-0.2254
2019-12-07,
2019-12-08,
2019-12-09,0.5647
2019-12-10,0.5334
2019-12-11,0.9774
2019-12-12,1.9082
2019-12-13,-0.2171
2019-12-14,
2019-12-15,
2019-12-16,0.1088
2019-12-17,0.9508
2019-12-18,-0.6189
2019-12-19,0.1895
2019-12-20,0.4595
2019-12-21,
2019-12-22,
2019-12-23,0.7667
2019-12-24,-0.4138
2019-12-25,
2019-12-26,0.7239
2019-12-27,-0.4259
2019-12-28,
2019-12-29,
2019-12-30,-0.8821
2019-12-31,-0.027
2020-01-01,
2020-01-02,0.0
2020-01-03,-1.0925
2020-01-04,
2020-01-05,
2020-01-06,-0.2591
2020-01-07,1.3672
2020-01-08,0.1079
2020-01-09,0.1886
2020-01-10,-1.2372
2020-01-11,
2020-01-12,
2020-01-13,0.7353
2020-01-14,0.7299
2020-01-15,0.5904
2020-01-16,4.349
2020-01-17,0.5881
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,-0.6101
2020-01-22,-0.0512
2020-01-23,-4.0686
2020-01-24,-2.3473
2020-01-25,
2020-01-26,
2020-01-27,0.7375
2020-01-28,0.705
2020-01-29,-1.5078
2020-01-30,1.2302
2020-01-31,0.135
2020-02-01,
2020-02-02,
2020-02-03,1.3754
2020-02-04,1.1705
2020-02-05,1.6829
2020-02-06,-4.0341
2020-02-07,-0.2964
2020-02-08,
2020-02-09,
2020-02-10,0.8108
2020-02-11,-0.4558
2020-02-12,1.4543
2020-02-13,0.876
2020-02-14,-0.5263
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,-0.0529
2020-02-19,0.6617
2020-02-20,-2.6295
2020-02-21,-2.8085
2020-02-22,
2020-02-23,
2020-02-24,-3.6121
2020-02-25,-4.2664
2020-02-26,-1.2647
2020-02-27,-4.4221
2020-02-28,-1.9144999999999999
2020-02-29,
2020-03-01,
2020-03-02,4.4567
2020-03-03,-2.7717
2020-03-04,-0.1936
2020-03-05,-4.8173
2020-03-06,-2.038
2020-03-07,
2020-03-08,
2020-03-09,-4.7157
2020-03-10,5.9315999999999995
2020-03-11,-4.5689
2020-03-12,-5.6156
2020-03-13,-0.267
2020-03-14,
2020-03-15,
2020-03-16,-8.1836
2020-03-17,4.7064
2020-03-18,-11.1376
2020-03-19,2.1486
2020-03-20,-8.0193
2020-03-21,
2020-03-22,
2020-03-23,-3.7637
2020-03-24,10.3465
2020-03-25,8.2997
2020-03-26,3.4383
2020-03-27,-9.8518
2020-03-28,
2020-03-29,
2020-03-30,7.9963999999999995
2020-03-31,-2.7972
2020-04-01,-5.4592
2020-04-02,1.4772
2020-04-03,-1.6320999999999999
2020-04-04,
2020-04-05,
2020-04-06,12.3767
2020-04-07,1.7159
2020-04-08,3.1777
2020-04-09,-1.1787
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,0.0
2020-04-14,2.0008
2020-04-15,-3.0555
2020-04-16,-0.6226
2020-04-17,5.2271
2020-04-18,
2020-04-19,
2020-04-20,-3.0326
2020-04-21,-1.9954
2020-04-22,-3.0149
2020-04-23,0.3633
2020-04-24,-0.1006
2020-04-25,
2020-04-26,
2020-04-27,6.2613
2020-04-28,2.842
2020-04-29,4.5321
2020-04-30,-8.812100000000001
2020-05-01,-1.7008
2020-05-02,
2020-05-03,
2020-05-04,-1.7106
2020-05-05,-3.5807
2020-05-06,2.9461
2020-05-07,1.7734999999999999
2020-05-08,2.9703
2020-05-09,
2020-05-10,
2020-05-11,-1.2692
2020-05-12,-1.2271
2020-05-13,-3.2932
2020-05-14,5.0979
2020-05-15,1.1253
2020-05-16,
2020-05-17,
2020-05-18,5.4106
2020-05-19,0.364
2020-05-20,0.8705
2020-05-21,-0.6832
2020-05-22,0.6517
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,4.4245
2020-05-27,2.1357
2020-05-28,-2.4283
2020-05-29,0.8296
2020-05-30,
2020-05-31,
2020-06-01,1.2684
2020-06-02,-0.8125
2020-06-03,5.0171
2020-06-04,-0.78
2020-06-05,1.0481
2020-06-06,
2020-06-07,
2020-06-08,5.2836
2020-06-09,-5.1416
2020-06-10,-2.1746
2020-06-11,-6.9011
2020-06-12,0.8197
2020-06-13,
2020-06-14,
2020-06-15,3.5348
2020-06-16,-3.3459
2020-06-17,-0.8478
2020-06-18,3.3131
2020-06-19,-2.3448
2020-06-20,
2020-06-21,
2020-06-22,-0.7415
2020-06-23,0.5336
2020-06-24,-3.1139
2020-06-25,-1.6435
2020-06-26,-4.5674
2020-06-27,
2020-06-28,
2020-06-29,4.6693
2020-06-30,-0.2974
2020-07-01,0.4101
2020-07-02,-1.3739
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,-0.2259
2020-07-07,-3.0566
2020-07-08,-1.5181
2020-07-09,-3.6759
2020-07-10,3.8982
2020-07-11,
2020-07-12,
2020-07-13,-1.4218
2020-07-14,0.2804
2020-07-15,4.1151
2020-07-16,0.4221
2020-07-17,-3.4008
2020-07-18,
2020-07-19,
2020-07-20,-2.057
2020-07-21,2.5848
2020-07-22,2.0079
2020-07-23,1.2736
2020-07-24,1.6006
2020-07-25,
2020-07-26,
2020-07-27,-3.5259
2020-07-28,0.0778
2020-07-29,0.4662
2020-07-30,-0.1547
2020-07-31,-0.1936
2020-08-01,
2020-08-02,
2020-08-03,2.2895
2020-08-04,1.176
2020-08-05,-7.2928
2020-08-06,1.0718
2020-08-07,-1.2805
2020-08-08,
2020-08-09,
2020-08-10,-1.0944
2020-08-11,1.0656
2020-08-12,1.0543
2020-08-13,2.6083
2020-08-14,0.6648
2020-08-15,
2020-08-16,
2020-08-17,-0.6993
2020-08-18,0.2934
2020-08-19,0.8387
2020-08-20,0.1547
2020-08-21,0.4249
2020-08-22,
2020-08-23,
2020-08-24,3.7692
2020-08-25,-0.2965
2020-08-26,0.9294
2020-08-27,1.5470000000000002
2020-08-28,0.8886
2020-08-29,
2020-08-30,
2020-08-31,0.1618
2020-09-01,-0.682
2020-09-02,1.6035
2020-09-03,-1.901
2020-09-04,1.1335
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,0.1085
2020-09-09,1.8418
2020-09-10,-0.0355
2020-09-11,-0.1774
2020-09-12,
2020-09-13,
2020-09-14,1.8479
2020-09-15,-0.1745
2020-09-16,2.5516
2020-09-17,-2.4199
2020-09-18,-2.3402
2020-09-19,
2020-09-20,
2020-09-21,-4.2203
2020-09-22,-0.0373
2020-09-23,-3.2126
2020-09-24,1.1193
2020-09-25,1.9083999999999999
2020-09-26,
2020-09-27,
2020-09-28,4.2697
2020-09-29,-0.2514
2020-09-30,0.2161
2020-10-01,0.6827
2020-10-02,0.2141
2020-10-03,
2020-10-04,
2020-10-05,2.2436
2020-10-06,-2.7517
2020-10-07,3.7607
2020-10-08,2.0366
2020-10-09,-1.2517
2020-10-10,
2020-10-11,
2020-10-12,-0.8565
2020-10-13,-5.9088
2020-10-14,-1.1017
2020-10-15,0.0
2020-10-16,-0.2599
2020-10-17,
2020-10-18,
2020-10-19,-3.1273
2020-10-20,0.1153
2020-10-21,1.9962
2020-10-22,3.3496
2020-10-23,-1.3838
2020-10-24,
2020-10-25,
2020-10-26,-2.4742
2020-10-27,-0.852
2020-10-28,-3.3416
2020-10-29,1.0273
2020-10-30,3.7153
2020-10-31,
2020-11-01,
2020-11-02,3.3183
2020-11-03,-1.3139
2020-11-04,-5.2145
2020-11-05,3.8236
2020-11-06,-2.4803
2020-11-07,
2020-11-08,
2020-11-09,1.1561
2020-11-10,2.2857
2020-11-11,2.2719
2020-11-12,-6.6278
2020-11-13,3.8807
2020-11-14,
2020-11-15,
2020-11-16,2.0462
2020-11-17,3.6056
2020-11-18,-1.7755999999999998
2020-11-19,0.1808
2020-11-20,0.4331
2020-11-21,
2020-11-22,
2020-11-23,2.5153
2020-11-24,3.3298
2020-11-25,-0.6106
2020-11-26,
2020-11-27,-0.4778
2020-11-28,
2020-11-29,
2020-11-30,-1.0974
2020-12-01,4.5076
2020-12-02,1.5262
2020-12-03,-0.915
2020-12-04,-1.5831
2020-12-05,
2020-12-06,
2020-12-07,-0.5362
2020-12-08,-1.4319
2020-12-09,-0.0513
2020-12-10,-0.4446
2020-12-11,0.7214
2020-12-12,
2020-12-13,
2020-12-14,-1.8417
2020-12-15,-0.6949
2020-12-16,-0.4549
2020-12-17,0.3163
2020-12-18,-1.3315000000000001
2020-12-19,
2020-12-20,
2020-12-21,-1.5625
2020-12-22,-1.6234
2020-12-23,3.0803
2020-12-24,0.7115
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,2.9318
2020-12-29,-0.4118
2020-12-30,0.2412
2020-12-31,0.1031
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,-1.0646
2021-01-05,2.2041
2021-01-06,8.7112
2021-01-07,-3.3427
2021-01-08,-2.7473
2021-01-09,
2021-01-10,
2021-01-11,0.7976
2021-01-12,-1.8464
2021-01-13,0.6382
2021-01-14,4.3725
2021-01-15,0.7035
2021-01-16,
2021-01-17,
2021-01-18,
2021-01-19,-4.6998999999999995
2021-01-20,3.3655
2021-01-21,0.0645
2021-01-22,-2.8350999999999997
2021-01-23,
2021-01-24,
2021-01-25,6.3992
2021-01-26,8.8501
