date,bubble,google,isPartial
2004-01-01,5.0,38.0,False
2004-01-02,3.0,35.0,False
2004-01-03,6.0,36.0,False
2004-01-04,6.0,32.0,False
2004-01-05,3.0,38.0,False
2004-01-06,4.0,35.0,False
2004-01-07,6.0,36.0,False
2004-01-08,5.0,36.0,False
2004-01-09,6.0,32.0,False
2004-01-10,5.0,41.0,False
2004-01-11,7.0,38.0,False
2004-01-12,6.0,34.0,False
2004-01-13,5.0,35.0,False
2004-01-14,4.0,37.0,False
2004-01-15,6.0,37.0,False
2004-01-16,4.0,35.0,False
2004-01-17,7.0,36.0,False
2004-01-18,6.0,40.0,False
2004-01-19,4.0,35.0,False
2004-01-20,4.0,34.0,False
2004-01-21,5.0,33.0,False
2004-01-22,5.0,36.0,False
2004-01-23,6.0,37.0,False
2004-01-24,5.0,39.0,False
2004-01-25,5.0,38.0,False
2004-01-26,5.0,30.0,False
2004-01-27,6.0,32.0,False
2004-01-28,4.0,34.0,False
2004-01-29,4.0,31.0,False
2004-01-30,6.0,32.0,False
2004-01-31,5.0,37.0,False
2004-02-01,5.0,38.0,False
2004-02-02,4.0,30.0,False
2004-02-03,4.0,40.0,False
2004-02-04,5.0,36.0,False
2004-02-05,5.0,37.0,False
2004-02-06,5.0,33.0,False
2004-02-07,2.0,46.0,False
2004-02-08,5.0,35.0,False
2004-02-09,2.0,33.0,False
2004-02-10,7.0,31.0,False
2004-02-11,4.0,37.0,False
2004-02-12,5.0,31.0,False
2004-02-13,7.0,37.0,False
2004-02-14,5.0,38.0,False
2004-02-15,6.0,28.0,False
2004-02-16,5.0,27.0,False
2004-02-17,5.0,27.0,False
2004-02-18,5.0,33.0,False
2004-02-19,5.0,35.0,False
2004-02-20,5.0,35.0,False
2004-02-21,4.0,45.0,False
2004-02-22,5.0,35.0,False
2004-02-23,4.0,36.0,False
2004-02-24,5.0,33.0,False
2004-02-25,5.0,31.0,False
2004-02-26,4.0,31.0,False
2004-02-27,6.0,36.0,False
2004-02-28,5.0,34.0,False
2004-02-29,7.0,34.0,False
2004-03-01,6.0,33.0,False
2004-03-02,4.0,33.0,False
2004-03-03,9.0,38.0,False
2004-03-04,7.0,37.0,False
2004-03-05,2.0,37.0,False
2004-03-06,3.0,35.0,False
2004-03-07,6.0,41.0,False
2004-03-08,0.0,0.0,True
2004-03-09,0.0,0.0,True
2004-03-10,5.0,33.0,False
2004-03-11,4.0,40.0,False
2004-03-12,6.0,34.0,False
2004-03-13,3.0,35.0,False
2004-03-14,6.0,32.0,False
2004-03-15,5.0,33.0,False
2004-03-16,5.0,32.0,False
2004-03-17,6.0,38.0,False
2004-03-18,5.0,41.0,False
2004-03-19,7.0,42.0,False
2004-03-20,4.0,49.0,False
2004-03-21,5.0,44.0,False
2004-03-22,4.0,30.0,False
2004-03-23,0.0,0.0,True
2004-03-24,6.0,34.0,False
2004-03-25,5.0,35.0,False
2004-03-26,7.0,33.0,False
2004-03-27,6.0,45.0,False
2004-03-28,6.0,39.0,False
2004-03-29,5.0,44.0,False
2004-03-30,4.0,42.0,False
2004-03-31,5.0,34.0,False
2004-04-01,6.0,100.0,False
2004-04-02,6.0,68.0,False
2004-04-03,6.0,51.0,False
2004-04-04,4.0,54.0,False
2004-04-05,7.0,41.0,False
2004-04-06,5.0,45.0,False
2004-04-07,6.0,41.0,False
2004-04-08,4.0,42.0,False
2004-04-09,4.0,42.0,False
2004-04-10,3.0,46.0,False
2004-04-11,6.0,45.0,False
2004-04-12,0.0,0.0,True
2004-04-13,0.0,0.0,True
2004-04-14,6.0,37.0,False
2004-04-15,5.0,40.0,False
2004-04-16,6.0,44.0,False
2004-04-17,5.0,50.0,False
2004-04-18,6.0,42.0,False
2004-04-19,5.0,37.0,False
2004-04-20,5.0,36.0,False
2004-04-21,4.0,37.0,False
2004-04-22,7.0,46.0,False
2004-04-23,5.0,46.0,False
2004-04-24,5.0,44.0,False
2004-04-25,5.0,45.0,False
2004-04-26,4.0,46.0,False
2004-04-27,5.0,46.0,False
2004-04-28,7.0,48.0,False
2004-04-29,6.0,63.0,False
2004-04-30,8.0,88.0,False
2004-05-01,6.0,72.0,False
