date,cancer,google,isPartial
2004-01-01,18.0,38.0,False
2004-01-02,19.0,35.0,False
2004-01-03,21.0,36.0,False
2004-01-04,17.0,32.0,False
2004-01-05,23.0,38.0,False
2004-01-06,27.0,35.0,False
2004-01-07,27.0,36.0,False
2004-01-08,27.0,36.0,False
2004-01-09,28.0,32.0,False
2004-01-10,20.0,41.0,False
2004-01-11,25.0,38.0,False
2004-01-12,31.0,34.0,False
2004-01-13,28.0,35.0,False
2004-01-14,32.0,37.0,False
2004-01-15,28.0,37.0,False
2004-01-16,23.0,35.0,False
2004-01-17,24.0,36.0,False
2004-01-18,18.0,40.0,False
2004-01-19,21.0,35.0,False
2004-01-20,28.0,34.0,False
2004-01-21,31.0,33.0,False
2004-01-22,27.0,36.0,False
2004-01-23,25.0,37.0,False
2004-01-24,19.0,39.0,False
2004-01-25,23.0,38.0,False
2004-01-26,25.0,30.0,False
2004-01-27,30.0,32.0,False
2004-01-28,26.0,34.0,False
2004-01-29,29.0,31.0,False
2004-01-30,28.0,32.0,False
2004-01-31,19.0,37.0,False
2004-02-01,23.0,38.0,False
2004-02-02,22.0,30.0,False
2004-02-03,27.0,40.0,False
2004-02-04,29.0,36.0,False
2004-02-05,25.0,37.0,False
2004-02-06,26.0,33.0,False
2004-02-07,24.0,46.0,False
2004-02-08,18.0,35.0,False
2004-02-09,29.0,33.0,False
2004-02-10,27.0,31.0,False
2004-02-11,27.0,37.0,False
2004-02-12,26.0,31.0,False
2004-02-13,26.0,37.0,False
2004-02-14,20.0,38.0,False
2004-02-15,24.0,28.0,False
2004-02-16,27.0,27.0,False
2004-02-17,31.0,27.0,False
2004-02-18,29.0,33.0,False
2004-02-19,29.0,35.0,False
2004-02-20,27.0,35.0,False
2004-02-21,22.0,45.0,False
2004-02-22,23.0,35.0,False
2004-02-23,27.0,36.0,False
2004-02-24,29.0,33.0,False
2004-02-25,27.0,31.0,False
2004-02-26,31.0,31.0,False
2004-02-27,29.0,36.0,False
2004-02-28,25.0,34.0,False
2004-02-29,19.0,34.0,False
2004-03-01,29.0,33.0,False
2004-03-02,27.0,33.0,False
2004-03-03,28.0,38.0,False
2004-03-04,29.0,37.0,False
2004-03-05,21.0,37.0,False
2004-03-06,18.0,35.0,False
2004-03-07,18.0,41.0,False
2004-03-08,0.0,0.0,True
2004-03-09,0.0,0.0,True
2004-03-10,29.0,33.0,False
2004-03-11,34.0,40.0,False
2004-03-12,28.0,34.0,False
2004-03-13,20.0,35.0,False
2004-03-14,21.0,32.0,False
2004-03-15,28.0,33.0,False
2004-03-16,29.0,32.0,False
2004-03-17,25.0,38.0,False
2004-03-18,26.0,41.0,False
2004-03-19,29.0,42.0,False
2004-03-20,19.0,49.0,False
2004-03-21,23.0,44.0,False
2004-03-22,27.0,30.0,False
2004-03-23,0.0,0.0,True
2004-03-24,30.0,34.0,False
2004-03-25,27.0,35.0,False
2004-03-26,26.0,33.0,False
2004-03-27,24.0,45.0,False
2004-03-28,21.0,39.0,False
2004-03-29,28.0,44.0,False
2004-03-30,32.0,42.0,False
2004-03-31,29.0,34.0,False
2004-04-01,30.0,100.0,False
2004-04-02,28.0,68.0,False
2004-04-03,20.0,51.0,False
2004-04-04,25.0,54.0,False
2004-04-05,28.0,41.0,False
2004-04-06,28.0,45.0,False
2004-04-07,30.0,41.0,False
2004-04-08,27.0,42.0,False
2004-04-09,27.0,42.0,False
2004-04-10,22.0,46.0,False
2004-04-11,17.0,45.0,False
