date,buy,google,isPartial
2004-01-01,86.0,38.0,False
2004-01-02,76.0,35.0,False
2004-01-03,89.0,36.0,False
2004-01-04,81.0,32.0,False
2004-01-05,71.0,38.0,False
2004-01-06,66.0,35.0,False
2004-01-07,64.0,36.0,False
2004-01-08,64.0,36.0,False
2004-01-09,56.0,32.0,False
2004-01-10,81.0,41.0,False
2004-01-11,83.0,38.0,False
2004-01-12,62.0,34.0,False
2004-01-13,62.0,35.0,False
2004-01-14,59.0,37.0,False
2004-01-15,61.0,37.0,False
2004-01-16,57.0,35.0,False
2004-01-17,76.0,36.0,False
2004-01-18,84.0,40.0,False
2004-01-19,64.0,35.0,False
2004-01-20,60.0,34.0,False
2004-01-21,55.0,33.0,False
2004-01-22,59.0,36.0,False
2004-01-23,58.0,37.0,False
2004-01-24,80.0,39.0,False
2004-01-25,75.0,38.0,False
2004-01-26,59.0,30.0,False
2004-01-27,60.0,32.0,False
2004-01-28,61.0,34.0,False
2004-01-29,60.0,31.0,False
2004-01-30,60.0,32.0,False
2004-01-31,78.0,37.0,False
2004-02-01,74.0,38.0,False
2004-02-02,55.0,30.0,False
2004-02-03,54.0,40.0,False
2004-02-04,59.0,36.0,False
2004-02-05,63.0,37.0,False
2004-02-06,57.0,33.0,False
2004-02-07,66.0,46.0,False
2004-02-08,72.0,35.0,False
2004-02-09,59.0,33.0,False
2004-02-10,58.0,31.0,False
2004-02-11,57.0,37.0,False
2004-02-12,54.0,31.0,False
2004-02-13,59.0,37.0,False
2004-02-14,73.0,38.0,False
2004-02-15,72.0,28.0,False
2004-02-16,64.0,27.0,False
2004-02-17,58.0,27.0,False
2004-02-18,56.0,33.0,False
2004-02-19,51.0,35.0,False
2004-02-20,59.0,35.0,False
2004-02-21,72.0,45.0,False
2004-02-22,75.0,35.0,False
2004-02-23,56.0,36.0,False
2004-02-24,53.0,33.0,False
2004-02-25,52.0,31.0,False
2004-02-26,53.0,31.0,False
2004-02-27,55.0,36.0,False
2004-02-28,71.0,34.0,False
2004-02-29,73.0,34.0,False
2004-03-01,56.0,33.0,False
2004-03-02,54.0,33.0,False
2004-03-03,64.0,38.0,False
2004-03-04,52.0,37.0,False
2004-03-05,60.0,37.0,False
2004-03-06,68.0,35.0,False
2004-03-07,62.0,41.0,False
2004-03-08,0.0,0.0,True
2004-03-09,0.0,0.0,True
2004-03-10,48.0,33.0,False
2004-03-11,61.0,40.0,False
2004-03-12,54.0,34.0,False
2004-03-13,79.0,35.0,False
2004-03-14,74.0,32.0,False
2004-03-15,62.0,33.0,False
2004-03-16,57.0,32.0,False
2004-03-17,53.0,38.0,False
2004-03-18,56.0,41.0,False
2004-03-19,54.0,42.0,False
2004-03-20,71.0,49.0,False
2004-03-21,78.0,44.0,False
2004-03-22,68.0,30.0,False
2004-03-23,0.0,0.0,True
2004-03-24,54.0,34.0,False
2004-03-25,59.0,35.0,False
2004-03-26,57.0,33.0,False
2004-03-27,68.0,45.0,False
2004-03-28,71.0,39.0,False
2004-03-29,55.0,44.0,False
2004-03-30,58.0,42.0,False
2004-03-31,57.0,34.0,False
2004-04-01,54.0,100.0,False
2004-04-02,60.0,68.0,False
2004-04-03,70.0,51.0,False
2004-04-04,68.0,54.0,False
2004-04-05,57.0,41.0,False
2004-04-06,56.0,45.0,False
2004-04-07,57.0,41.0,False
2004-04-08,54.0,42.0,False
2004-04-09,62.0,42.0,False
2004-04-10,61.0,46.0,False
2004-04-11,69.0,45.0,False
2004-04-12,0.0,0.0,True
2004-04-13,0.0,0.0,True
2004-04-14,50.0,37.0,False
2004-04-15,55.0,40.0,False
2004-04-16,55.0,44.0,False
2004-04-17,70.0,50.0,False
2004-04-18,79.0,42.0,False
2004-04-19,56.0,37.0,False
2004-04-20,55.0,36.0,False
2004-04-21,52.0,37.0,False
2004-04-22,54.0,46.0,False
2004-04-23,58.0,46.0,False
2004-04-24,72.0,44.0,False
2004-04-25,74.0,45.0,False
2004-04-26,57.0,46.0,False
2004-04-27,55.0,46.0,False
2004-04-28,57.0,48.0,False
2004-04-29,53.0,63.0,False
2004-04-30,59.0,88.0,False
2004-05-01,70.0,72.0,False
2004-05-02,75.0,62.0,False
2004-05-03,62.0,55.0,False
2004-05-04,56.0,50.0,False
2004-05-05,53.0,49.0,False
2004-05-06,55.0,46.0,False
2004-05-07,59.0,47.0,False
2004-05-08,74.0,47.0,False
2004-05-09,75.0,45.0,False
2004-05-10,56.0,42.0,False
2004-05-11,56.0,43.0,False
2004-05-12,51.0,44.0,False
2004-05-13,52.0,40.0,False
2004-05-14,56.0,39.0,False
2004-05-15,69.0,46.0,False
2004-05-16,71.0,43.0,False
2004-05-17,61.0,39.0,False
2004-05-18,57.0,45.0,False
2004-05-19,55.0,43.0,False
2004-05-20,56.0,41.0,False
2004-05-21,59.0,44.0,False
2004-05-22,71.0,46.0,False
2004-05-23,75.0,45.0,False
2004-05-24,61.0,42.0,False
2004-05-25,66.0,39.0,False
2004-05-26,60.0,37.0,False
2004-05-27,62.0,38.0,False
2004-05-28,58.0,42.0,False
