date,Aviation
2004-01-04,90.0
2004-01-11,83.0
2004-01-18,95.0
2004-01-25,85.0
2004-02-01,83.0
2004-02-08,90.0
2004-02-15,87.0
2004-02-22,85.0
2004-02-29,100.0
2004-03-07,82.0
2004-03-14,80.0
2004-03-21,89.0
2004-03-28,87.0
2004-04-04,89.0
2004-04-11,78.0
2004-04-18,85.0
2004-04-25,88.0
2004-05-02,86.0
2004-05-09,82.0
2004-05-16,93.0
2004-05-23,82.0
2004-05-30,87.0
2004-06-06,85.0
2004-06-13,94.0
2004-06-20,83.0
2004-06-27,81.0
2004-07-04,93.0
2004-07-11,93.0
2004-07-18,94.0
2004-07-25,94.0
2004-08-01,88.0
2004-08-08,90.0
2004-08-15,86.0
2004-08-22,83.0
2004-08-29,86.0
2004-09-05,88.0
2004-09-12,87.0
2004-09-19,88.0
2004-09-26,80.0
2004-10-03,78.0
2004-10-10,74.0
2004-10-17,75.0
2004-10-24,90.0
2004-10-31,72.0
2004-11-07,70.0
2004-11-14,76.0
2004-11-21,79.0
2004-11-28,89.0
2004-12-05,83.0
2004-12-12,82.0
2004-12-19,82.0
2004-12-26,80.0
2005-01-02,88.0
2005-01-09,95.0
2005-01-16,87.0
2005-01-23,99.0
2005-01-30,92.0
2005-02-06,89.0
2005-02-13,89.0
2005-02-20,93.0
2005-02-27,90.0
2005-03-06,96.0
2005-03-13,88.0
2005-03-20,96.0
2005-03-27,92.0
2005-04-03,89.0
2005-04-10,94.0
2005-04-17,88.0
2005-04-24,100.0
2005-05-01,84.0
2005-05-08,87.0
2005-05-15,92.0
2005-05-22,87.0
2005-05-29,85.0
2005-06-05,94.0
2005-06-12,96.0
2005-06-19,97.0
2005-06-26,98.0
2005-07-03,87.0
2005-07-10,91.0
2005-07-17,88.0
2005-07-24,84.0
2005-07-31,95.0
2005-08-07,91.0
2005-08-14,99.0
2005-08-21,91.0
2005-08-28,79.0
2005-09-04,82.0
2005-09-11,77.0
2005-09-18,88.0
2005-09-25,86.0
2005-10-02,85.0
2005-10-09,84.0
2005-10-16,79.0
2005-10-23,78.0
2005-10-30,83.0
2005-11-06,90.0
2005-11-13,75.0
2005-11-20,77.0
2005-11-27,77.0
2005-12-04,77.0
2005-12-11,76.0
2005-12-18,77.0
2005-12-25,88.0
2006-01-01,88.0
2006-01-08,91.0
2006-01-15,93.0
2006-01-22,95.0
2006-01-29,91.0
2006-02-05,91.0
2006-02-12,89.0
2006-02-19,83.0
2006-02-26,84.0
2006-03-05,94.0
2006-03-12,91.0
2006-03-19,98.0
2006-03-26,91.0
2006-04-02,87.0
2006-04-09,90.0
2006-04-16,93.0
2006-04-23,86.0
2006-04-30,84.0
2006-05-07,85.0
2006-05-14,90.0
2006-05-21,84.0
2006-05-28,85.0
2006-06-04,87.0
2006-06-11,88.0
2006-06-18,98.0
2006-06-25,87.0
2006-07-02,87.0
2006-07-09,88.0
2006-07-16,86.0
2006-07-23,100.0
2006-07-30,89.0
2006-08-06,93.0
2006-08-13,94.0
2006-08-20,88.0
2006-08-27,90.0
2006-09-03,85.0
2006-09-10,91.0
2006-09-17,83.0
2006-09-24,85.0
2006-10-01,88.0
2006-10-08,90.0
2006-10-15,85.0
2006-10-22,84.0
2006-10-29,86.0
2006-11-05,79.0
2006-11-12,80.0
2006-11-19,79.0
2006-11-26,82.0
2006-12-03,76.0
2006-12-10,82.0
2006-12-17,80.0
2006-12-24,81.0
2006-12-31,83.0
2007-01-07,99.0
2007-01-14,96.0
2007-01-21,91.0
2007-01-28,88.0
2007-02-04,82.0
2007-02-11,90.0
2007-02-18,93.0
2007-02-25,86.0
2007-03-04,89.0
2007-03-11,82.0
2007-03-18,95.0
2007-03-25,88.0
2007-04-01,90.0
2007-04-08,89.0
2007-04-15,86.0
2007-04-22,87.0
2007-04-29,89.0
2007-05-06,85.0
2007-05-13,89.0
2007-05-20,85.0
2007-05-27,90.0
2007-06-03,98.0
2007-06-10,91.0
2007-06-17,92.0
2007-06-24,92.0
2007-07-01,77.0
2007-07-08,98.0
2007-07-15,97.0
2007-07-22,94.0
2007-07-29,100.0
2007-08-05,89.0
2007-08-12,89.0
2007-08-19,95.0
2007-08-26,83.0
2007-09-02,92.0
2007-09-09,86.0
2007-09-16,90.0
2007-09-23,88.0
2007-09-30,89.0
2007-10-07,83.0
2007-10-14,84.0
2007-10-21,85.0
2007-10-28,84.0
2007-11-04,89.0
2007-11-11,87.0
2007-11-18,78.0
2007-11-25,83.0
2007-12-02,83.0
2007-12-09,84.0
2007-12-16,81.0
2007-12-23,74.0
2007-12-30,84.0
2008-01-06,91.0
2008-01-13,88.0
2008-01-20,90.0
2008-01-27,100.0
2008-02-03,83.0
2008-02-10,89.0
2008-02-17,88.0
2008-02-24,89.0
2008-03-02,89.0
2008-03-09,83.0
2008-03-16,92.0
2008-03-23,87.0
2008-03-30,96.0
2008-04-06,86.0
2008-04-13,85.0
2008-04-20,86.0
2008-04-27,83.0
2008-05-04,88.0
2008-05-11,85.0
2008-05-18,85.0
2008-05-25,89.0
2008-06-01,89.0
2008-06-08,88.0
2008-06-15,82.0
2008-06-22,91.0
2008-06-29,87.0
2008-07-06,99.0
2008-07-13,91.0
2008-07-20,93.0
2008-07-27,91.0
2008-08-03,86.0
2008-08-10,88.0
2008-08-17,87.0
2008-08-24,85.0
2008-08-31,83.0
2008-09-07,87.0
2008-09-14,93.0
2008-09-21,83.0
2008-09-28,83.0
2008-10-05,79.0
2008-10-12,76.0
2008-10-19,80.0
2008-10-26,73.0
2008-11-02,79.0
2008-11-09,88.0
2008-11-16,79.0
2008-11-23,68.0
2008-11-30,80.0
2008-12-07,82.0
2008-12-14,82.0
2008-12-21,68.0
2008-12-28,76.0
2009-01-04,100.0
2009-01-11,96.0
2009-01-18,88.0
2009-01-25,86.0
2009-02-01,91.0
2009-02-08,86.0
2009-02-15,84.0
2009-02-22,87.0
2009-03-01,91.0
2009-03-08,83.0
2009-03-15,85.0
2009-03-22,96.0
2009-03-29,88.0
2009-04-05,80.0
2009-04-12,82.0
2009-04-19,85.0
2009-04-26,82.0
2009-05-03,79.0
2009-05-10,79.0
2009-05-17,78.0
2009-05-24,79.0
2009-05-31,89.0
2009-06-07,84.0
2009-06-14,85.0
2009-06-21,84.0
2009-06-28,81.0
2009-07-05,82.0
2009-07-12,82.0
2009-07-19,86.0
2009-07-26,85.0
2009-08-02,90.0
2009-08-09,87.0
2009-08-16,84.0
2009-08-23,82.0
2009-08-30,78.0
2009-09-06,79.0
2009-09-13,80.0
2009-09-20,75.0
2009-09-27,81.0
2009-10-04,83.0
2009-10-11,82.0
2009-10-18,76.0
2009-10-25,81.0
2009-11-01,79.0
2009-11-08,78.0
2009-11-15,84.0
2009-11-22,71.0
2009-11-29,76.0
2009-12-06,93.0
2009-12-13,89.0
2009-12-20,77.0
2009-12-27,92.0
2010-01-03,96.0
2010-01-10,96.0
2010-01-17,96.0
2010-01-24,90.0
2010-01-31,90.0
2010-02-07,97.0
2010-02-14,88.0
2010-02-21,94.0
2010-02-28,95.0
2010-03-07,93.0
2010-03-14,92.0
2010-03-21,89.0
2010-03-28,96.0
2010-04-04,89.0
2010-04-11,97.0
2010-04-18,96.0
2010-04-25,91.0
2010-05-02,96.0
2010-05-09,85.0
2010-05-16,97.0
2010-05-23,100.0
2010-05-30,90.0
2010-06-06,93.0
2010-06-13,90.0
2010-06-20,89.0
2010-06-27,89.0
2010-07-04,81.0
2010-07-11,88.0
2010-07-18,91.0
2010-07-25,87.0
2010-08-01,94.0
2010-08-08,87.0
2010-08-15,89.0
2010-08-22,88.0
2010-08-29,84.0
2010-09-05,84.0
2010-09-12,80.0
2010-09-19,82.0
2010-09-26,83.0
2010-10-03,85.0
2010-10-10,83.0
2010-10-17,85.0
2010-10-24,85.0
2010-10-31,82.0
2010-11-07,86.0
2010-11-14,87.0
2010-11-21,72.0
2010-11-28,81.0
2010-12-05,80.0
2010-12-12,82.0
2010-12-19,72.0
2010-12-26,73.0
2011-01-02,90.0
2011-01-09,90.0
2011-01-16,95.0
2011-01-23,95.0
2011-01-30,93.0
2011-02-06,100.0
2011-02-13,92.0
2011-02-20,90.0
2011-02-27,95.0
2011-03-06,90.0
2011-03-13,88.0
2011-03-20,91.0
2011-03-27,100.0
2011-04-03,93.0
2011-04-10,92.0
2011-04-17,90.0
2011-04-24,90.0
2011-05-01,94.0
2011-05-08,93.0
2011-05-15,91.0
2011-05-22,94.0
2011-05-29,91.0
2011-06-05,97.0
2011-06-12,96.0
2011-06-19,94.0
2011-06-26,96.0
2011-07-03,95.0
2011-07-10,96.0
2011-07-17,93.0
2011-07-24,91.0
2011-07-31,95.0
2011-08-07,91.0
2011-08-14,97.0
2011-08-21,92.0
2011-08-28,85.0
2011-09-04,86.0
2011-09-11,91.0
2011-09-18,86.0
2011-09-25,86.0
2011-10-02,84.0
2011-10-09,85.0
2011-10-16,85.0
2011-10-23,88.0
2011-10-30,85.0
2011-11-06,88.0
2011-11-13,88.0
2011-11-20,82.0
2011-11-27,91.0
2011-12-04,95.0
2011-12-11,90.0
2011-12-18,86.0
2011-12-25,80.0
2012-01-01,90.0
2012-01-08,98.0
2012-01-15,92.0
2012-01-22,94.0
2012-01-29,96.0
2012-02-05,97.0
2012-02-12,94.0
2012-02-19,95.0
2012-02-26,98.0
2012-03-04,98.0
2012-03-11,92.0
2012-03-18,92.0
2012-03-25,93.0
2012-04-01,88.0
2012-04-08,91.0
2012-04-15,90.0
2012-04-22,96.0
2012-04-29,95.0
2012-05-06,90.0
2012-05-13,95.0
2012-05-20,90.0
2012-05-27,98.0
2012-06-03,100.0
2012-06-10,96.0
2012-06-17,95.0
2012-06-24,98.0
2012-07-01,88.0
2012-07-08,98.0
2012-07-15,99.0
2012-07-22,98.0
2012-07-29,91.0
2012-08-05,89.0
2012-08-12,90.0
2012-08-19,93.0
2012-08-26,89.0
2012-09-02,86.0
2012-09-09,86.0
2012-09-16,91.0
2012-09-23,88.0
2012-09-30,92.0
2012-10-07,87.0
2012-10-14,89.0
2012-10-21,83.0
2012-10-28,84.0
2012-11-04,86.0
2012-11-11,80.0
2012-11-18,71.0
2012-11-25,84.0
2012-12-02,89.0
2012-12-09,81.0
2012-12-16,80.0
2012-12-23,69.0
2012-12-30,80.0
2013-01-06,88.0
2013-01-13,95.0
2013-01-20,91.0
2013-01-27,87.0
2013-02-03,100.0
2013-02-10,85.0
2013-02-17,87.0
2013-02-24,90.0
2013-03-03,91.0
2013-03-10,85.0
2013-03-17,83.0
2013-03-24,88.0
2013-03-31,86.0
2013-04-07,91.0
2013-04-14,84.0
2013-04-21,84.0
2013-04-28,90.0
2013-05-05,86.0
2013-05-12,87.0
2013-05-19,89.0
2013-05-26,87.0
2013-06-02,89.0
2013-06-09,89.0
2013-06-16,87.0
2013-06-23,94.0
2013-06-30,83.0
2013-07-07,93.0
2013-07-14,99.0
2013-07-21,90.0
2013-07-28,91.0
2013-08-04,89.0
2013-08-11,87.0
2013-08-18,95.0
2013-08-25,85.0
2013-09-01,83.0
2013-09-08,84.0
2013-09-15,85.0
2013-09-22,93.0
2013-09-29,99.0
2013-10-06,85.0
2013-10-13,78.0
2013-10-20,81.0
2013-10-27,90.0
2013-11-03,86.0
2013-11-10,88.0
2013-11-17,89.0
2013-11-24,72.0
2013-12-01,83.0
2013-12-08,83.0
2013-12-15,84.0
2013-12-22,70.0
2013-12-29,78.0
2014-01-05,85.0
2014-01-12,92.0
2014-01-19,92.0
2014-01-26,90.0
2014-02-02,85.0
2014-02-09,84.0
2014-02-16,87.0
2014-02-23,90.0
2014-03-02,89.0
2014-03-09,100.0
2014-03-16,97.0
2014-03-23,92.0
2014-03-30,91.0
2014-04-06,88.0
2014-04-13,81.0
2014-04-20,88.0
2014-04-27,91.0
2014-05-04,90.0
2014-05-11,91.0
2014-05-18,90.0
2014-05-25,86.0
2014-06-01,89.0
2014-06-08,92.0
2014-06-15,96.0
2014-06-22,91.0
2014-06-29,85.0
2014-07-06,89.0
2014-07-13,99.0
2014-07-20,99.0
2014-07-27,92.0
2014-08-03,94.0
2014-08-10,90.0
2014-08-17,98.0
2014-08-24,87.0
2014-08-31,85.0
2014-09-07,87.0
2014-09-14,88.0
2014-09-21,94.0
2014-09-28,85.0
2014-10-05,87.0
2014-10-12,85.0
2014-10-19,82.0
2014-10-26,86.0
2014-11-02,87.0
2014-11-09,91.0
2014-11-16,87.0
2014-11-23,74.0
2014-11-30,83.0
2014-12-07,87.0
2014-12-14,83.0
2014-12-21,68.0
2014-12-28,80.0
2015-01-04,90.0
2015-01-11,91.0
2015-01-18,91.0
2015-01-25,86.0
2015-02-01,86.0
2015-02-08,87.0
2015-02-15,87.0
2015-02-22,88.0
2015-03-01,90.0
2015-03-08,88.0
2015-03-15,87.0
2015-03-22,91.0
2015-03-29,91.0
2015-04-05,93.0
2015-04-12,90.0
2015-04-19,92.0
2015-04-26,88.0
2015-05-03,91.0
2015-05-10,95.0
2015-05-17,92.0
2015-05-24,87.0
2015-05-31,92.0
2015-06-07,93.0
2015-06-14,91.0
2015-06-21,100.0
2015-06-28,89.0
2015-07-05,93.0
