date,Weddings
2004-01-04,97.0
2004-01-11,96.0
2004-01-18,100.0
2004-01-25,77.0
2004-02-01,73.0
2004-02-08,75.0
2004-02-15,91.0
2004-02-22,77.0
2004-02-29,78.0
2004-03-07,56.0
2004-03-14,69.0
2004-03-21,69.0
2004-03-28,80.0
2004-04-04,73.0
2004-04-11,70.0
2004-04-18,74.0
2004-04-25,71.0
2004-05-02,74.0
2004-05-09,70.0
2004-05-16,81.0
2004-05-23,77.0
2004-05-30,75.0
2004-06-06,83.0
2004-06-13,83.0
2004-06-20,94.0
2004-06-27,87.0
2004-07-04,83.0
2004-07-11,97.0
2004-07-18,86.0
2004-07-25,94.0
2004-08-01,88.0
2004-08-08,74.0
2004-08-15,83.0
2004-08-22,82.0
2004-08-29,73.0
2004-09-05,68.0
2004-09-12,74.0
2004-09-19,71.0
2004-09-26,72.0
2004-10-03,72.0
2004-10-10,69.0
2004-10-17,60.0
2004-10-24,61.0
2004-10-31,53.0
2004-11-07,63.0
2004-11-14,61.0
2004-11-21,56.0
2004-11-28,53.0
2004-12-05,47.0
2004-12-12,56.0
2004-12-19,47.0
2004-12-26,98.5
2005-01-02,99.0
2005-01-09,97.0
2005-01-16,96.0
2005-01-23,94.0
2005-01-30,80.0
2005-02-06,75.0
2005-02-13,76.0
2005-02-20,78.0
2005-02-27,70.0
2005-03-06,73.0
2005-03-13,72.0
2005-03-20,70.0
2005-03-27,72.0
2005-04-03,73.0
2005-04-10,72.0
2005-04-17,72.0
2005-04-24,71.0
2005-05-01,71.0
2005-05-08,75.0
2005-05-15,84.0
2005-05-22,72.0
2005-05-29,77.0
2005-06-05,79.0
2005-06-12,77.0
2005-06-19,78.0
2005-06-26,79.0
2005-07-03,82.0
2005-07-10,83.0
2005-07-17,80.0
2005-07-24,78.0
2005-07-31,81.0
2005-08-07,83.0
2005-08-14,82.0
2005-08-21,74.0
2005-08-28,62.0
2005-09-04,63.0
2005-09-11,67.0
2005-09-18,69.0
2005-09-25,67.0
2005-10-02,72.0
2005-10-09,68.0
2005-10-16,64.0
2005-10-23,62.0
2005-10-30,57.0
2005-11-06,65.0
2005-11-13,51.0
2005-11-20,54.0
2005-11-27,51.0
2005-12-04,44.0
2005-12-11,45.0
2005-12-18,42.0
2005-12-25,90.0
2006-01-01,96.0
2006-01-08,91.0
2006-01-15,89.0
2006-01-22,86.0
2006-01-29,88.0
2006-02-05,80.0
2006-02-12,77.0
2006-02-19,75.0
2006-02-26,70.0
2006-03-05,75.0
2006-03-12,70.0
2006-03-19,77.0
2006-03-26,74.0
2006-04-02,76.0
2006-04-09,70.0
2006-04-16,74.0
2006-04-23,77.0
2006-04-30,79.0
2006-05-07,76.0
2006-05-14,74.0
2006-05-21,76.0
2006-05-28,83.0
2006-06-04,77.0
2006-06-11,100.0
2006-06-18,86.0
2006-06-25,81.0
2006-07-02,87.0
2006-07-09,83.0
2006-07-16,79.0
2006-07-23,89.0
2006-07-30,81.0
2006-08-06,79.0
2006-08-13,81.0
2006-08-20,74.0
2006-08-27,73.0
2006-09-03,73.0
2006-09-10,71.0
2006-09-17,71.0
2006-09-24,71.0
2006-10-01,73.0
2006-10-08,70.0
2006-10-15,70.0
2006-10-22,60.0
2006-10-29,57.0
2006-11-05,62.0
2006-11-12,60.0
2006-11-19,55.0
2006-11-26,57.0
2006-12-03,49.0
2006-12-10,45.0
2006-12-17,45.0
2006-12-24,72.0
2006-12-31,96.0
2007-01-07,91.0
2007-01-14,88.0
2007-01-21,80.0
2007-01-28,76.0
2007-02-04,81.0
2007-02-11,73.0
2007-02-18,77.0
2007-02-25,74.0
2007-03-04,74.0
2007-03-11,73.0
2007-03-18,75.0
2007-03-25,75.0
2007-04-01,69.0
2007-04-08,78.0
2007-04-15,72.0
2007-04-22,72.0
2007-04-29,73.0
2007-05-06,75.0
2007-05-13,78.0
2007-05-20,76.0
2007-05-27,78.0
2007-06-03,91.0
2007-06-10,82.0
2007-06-17,91.0
2007-06-24,89.0
2007-07-01,89.0
2007-07-08,100.0
2007-07-15,97.0
2007-07-22,86.0
2007-07-29,88.0
2007-08-05,85.0
2007-08-12,78.0
2007-08-19,79.0
2007-08-26,71.0
2007-09-02,74.0
2007-09-09,71.0
2007-09-16,69.0
2007-09-23,69.0
2007-09-30,70.0
2007-10-07,68.0
2007-10-14,65.0
2007-10-21,64.0
2007-10-28,59.0
2007-11-04,59.0
2007-11-11,60.0
2007-11-18,43.0
2007-11-25,48.0
2007-12-02,47.0
2007-12-09,45.0
2007-12-16,53.0
2007-12-23,65.0
2007-12-30,96.0
2008-01-06,100.0
2008-01-13,93.0
2008-01-20,82.0
2008-01-27,80.0
2008-02-03,77.0
2008-02-10,76.0
2008-02-17,84.0
2008-02-24,82.0
2008-03-02,79.0
2008-03-09,74.0
2008-03-16,73.0
2008-03-23,82.0
2008-03-30,71.0
2008-04-06,75.0
2008-04-13,68.0
2008-04-20,73.0
2008-04-27,75.0
2008-05-04,76.0
2008-05-11,80.0
2008-05-18,82.0
2008-05-25,87.0
2008-06-01,91.0
2008-06-08,88.0
2008-06-15,89.0
2008-06-22,91.0
2008-06-29,85.0
2008-07-06,97.0
2008-07-13,89.0
2008-07-20,92.0
2008-07-27,90.0
2008-08-03,86.0
2008-08-10,82.0
2008-08-17,78.0
2008-08-24,77.0
2008-08-31,80.0
2008-09-07,77.0
2008-09-14,75.0
2008-09-21,75.0
2008-09-28,75.0
2008-10-05,76.0
2008-10-12,75.0
2008-10-19,70.0
2008-10-26,58.0
2008-11-02,59.0
2008-11-09,63.0
2008-11-16,56.0
2008-11-23,51.0
2008-11-30,53.0
2008-12-07,53.0
2008-12-14,48.0
2008-12-21,52.0
2008-12-28,96.0
2009-01-04,100.0
2009-01-11,96.0
2009-01-18,88.0
2009-01-25,84.0
2009-02-01,78.0
2009-02-08,76.0
2009-02-15,82.0
2009-02-22,78.0
2009-03-01,76.0
2009-03-08,80.0
2009-03-15,82.0
2009-03-22,77.0
2009-03-29,77.0
2009-04-05,76.0
2009-04-12,77.0
2009-04-19,75.0
2009-04-26,74.0
2009-05-03,74.0
2009-05-10,78.0
2009-05-17,78.0
2009-05-24,86.0
2009-05-31,86.0
2009-06-07,93.0
2009-06-14,90.0
2009-06-21,96.0
2009-06-28,80.0
2009-07-05,89.0
2009-07-12,93.0
2009-07-19,88.0
2009-07-26,90.0
2009-08-02,90.0
2009-08-09,80.0
2009-08-16,82.0
2009-08-23,83.0
2009-08-30,72.0
2009-09-06,78.0
2009-09-13,73.0
2009-09-20,74.0
2009-09-27,74.0
2009-10-04,72.0
2009-10-11,75.0
2009-10-18,70.0
2009-10-25,63.0
2009-11-01,61.0
2009-11-08,66.0
2009-11-15,60.0
2009-11-22,55.0
2009-11-29,56.0
2009-12-06,53.0
2009-12-13,51.0
2009-12-20,51.0
2009-12-27,88.0
2010-01-03,95.0
2010-01-10,100.0
2010-01-17,98.0
2010-01-24,87.0
2010-01-31,78.0
2010-02-07,77.0
2010-02-14,80.0
2010-02-21,81.0
2010-02-28,79.0
2010-03-07,82.0
2010-03-14,78.0
2010-03-21,82.0
2010-03-28,78.0
2010-04-04,80.0
2010-04-11,79.0
2010-04-18,81.0
2010-04-25,78.0
2010-05-02,76.0
2010-05-09,83.0
2010-05-16,82.0
2010-05-23,77.0
2010-05-30,85.0
2010-06-06,84.0
2010-06-13,84.0
2010-06-20,84.0
2010-06-27,81.0
2010-07-04,80.0
2010-07-11,85.0
2010-07-18,84.0
2010-07-25,79.0
2010-08-01,86.0
2010-08-08,81.0
2010-08-15,76.0
2010-08-22,73.0
2010-08-29,68.0
2010-09-05,72.0
2010-09-12,69.0
2010-09-19,67.0
2010-09-26,66.0
2010-10-03,64.0
2010-10-10,69.0
2010-10-17,66.0
2010-10-24,59.0
2010-10-31,58.0
2010-11-07,57.0
2010-11-14,54.0
2010-11-21,42.0
2010-11-28,46.0
2010-12-05,44.0
2010-12-12,41.0
2010-12-19,41.0
2010-12-26,71.0
2011-01-02,88.0
2011-01-09,86.0
2011-01-16,91.0
2011-01-23,90.0
2011-01-30,89.0
2011-02-06,69.0
2011-02-13,73.0
2011-02-20,78.0
2011-02-27,71.0
2011-03-06,75.0
2011-03-13,78.0
2011-03-20,79.0
2011-03-27,88.0
2011-04-03,76.0
2011-04-10,74.0
2011-04-17,71.0
2011-04-24,86.0
2011-05-01,76.0
2011-05-08,77.0
2011-05-15,82.0
2011-05-22,75.0
2011-05-29,83.0
2011-06-05,79.0
2011-06-12,82.0
2011-06-19,100.0
2011-06-26,94.0
2011-07-03,72.0
2011-07-10,89.0
2011-07-17,78.0
2011-07-24,77.0
2011-07-31,81.0
2011-08-07,81.0
2011-08-14,77.0
2011-08-21,81.0
2011-08-28,76.0
2011-09-04,78.0
2011-09-11,70.0
2011-09-18,75.0
2011-09-25,72.0
2011-10-02,69.0
2011-10-09,68.0
2011-10-16,68.0
2011-10-23,61.0
2011-10-30,57.0
2011-11-06,62.0
2011-11-13,58.0
2011-11-20,54.0
2011-11-27,58.0
2011-12-04,55.0
2011-12-11,53.0
2011-12-18,50.0
2011-12-25,91.0
2012-01-01,100.0
2012-01-08,96.0
2012-01-15,84.0
2012-01-22,80.0
2012-01-29,79.0
2012-02-05,74.0
2012-02-12,74.0
2012-02-19,81.0
2012-02-26,80.0
2012-03-04,76.0
2012-03-11,71.0
2012-03-18,89.0
2012-03-25,75.0
2012-04-01,71.0
2012-04-08,72.0
2012-04-15,73.0
2012-04-22,72.0
2012-04-29,79.0
2012-05-06,73.0
2012-05-13,80.0
2012-05-20,76.0
2012-05-27,79.0
2012-06-03,82.0
2012-06-10,81.0
2012-06-17,77.0
2012-06-24,77.0
2012-07-01,77.0
2012-07-08,79.0
2012-07-15,86.0
2012-07-22,79.0
2012-07-29,74.0
2012-08-05,76.0
2012-08-12,75.0
2012-08-19,84.0
2012-08-26,68.0
2012-09-02,67.0
2012-09-09,70.0
2012-09-16,65.0
2012-09-23,65.0
2012-09-30,66.0
2012-10-07,62.0
2012-10-14,61.0
2012-10-21,60.0
2012-10-28,52.0
2012-11-04,50.0
2012-11-11,52.0
2012-11-18,59.0
2012-11-25,64.0
2012-12-02,62.0
2012-12-09,59.0
2012-12-16,55.0
2012-12-23,72.0
2012-12-30,93.0
2013-01-06,100.0
2013-01-13,94.0
2013-01-20,86.0
2013-01-27,83.0
2013-02-03,74.0
2013-02-10,71.0
2013-02-17,82.0
2013-02-24,83.0
2013-03-03,77.0
2013-03-10,81.0
2013-03-17,78.0
2013-03-24,78.0
2013-03-31,84.0
2013-04-07,76.0
2013-04-14,77.0
2013-04-21,81.0
2013-04-28,77.0
2013-05-05,78.0
2013-05-12,77.0
2013-05-19,83.0
2013-05-26,87.0
2013-06-02,84.0
2013-06-09,87.0
2013-06-16,82.0
2013-06-23,86.0
2013-06-30,87.0
2013-07-07,93.0
2013-07-14,84.0
2013-07-21,87.0
2013-07-28,89.0
2013-08-04,86.0
2013-08-11,85.0
2013-08-18,88.0
2013-08-25,76.0
2013-09-01,74.0
2013-09-08,77.0
2013-09-15,70.0
2013-09-22,75.0
2013-09-29,74.0
2013-10-06,75.0
2013-10-13,71.0
2013-10-20,75.0
2013-10-27,68.0
2013-11-03,68.0
2013-11-10,81.0
2013-11-17,63.0
2013-11-24,52.0
2013-12-01,56.0
2013-12-08,56.0
2013-12-15,54.0
2013-12-22,65.0
2013-12-29,96.0
2014-01-05,93.0
2014-01-12,90.0
2014-01-19,83.0
2014-01-26,94.0
2014-02-02,75.0
2014-02-09,71.0
2014-02-16,77.0
2014-02-23,71.0
2014-03-02,75.0
2014-03-09,73.0
2014-03-16,76.0
2014-03-23,79.0
2014-03-30,73.0
2014-04-06,79.0
2014-04-13,74.0
2014-04-20,76.0
2014-04-27,75.0
2014-05-04,74.0
2014-05-11,80.0
2014-05-18,86.0
2014-05-25,86.0
2014-06-01,83.0
2014-06-08,85.0
2014-06-15,86.0
2014-06-22,84.0
2014-06-29,83.0
2014-07-06,84.0
2014-07-13,87.0
2014-07-20,100.0
2014-07-27,86.0
2014-08-03,86.0
2014-08-10,83.0
2014-08-17,80.0
2014-08-24,74.0
2014-08-31,77.0
2014-09-07,73.0
2014-09-14,73.0
2014-09-21,76.0
2014-09-28,73.0
2014-10-05,70.0
2014-10-12,69.0
2014-10-19,65.0
2014-10-26,61.0
2014-11-02,58.0
2014-11-09,57.0
2014-11-16,51.0
2014-11-23,42.0
2014-11-30,45.0
2014-12-07,46.0
2014-12-14,45.0
2014-12-21,47.0
2014-12-28,75.0
2015-01-04,80.0
2015-01-11,82.0
2015-01-18,76.0
2015-01-25,67.0
2015-02-01,59.0
2015-02-08,61.0
2015-02-15,70.0
2015-02-22,66.0
2015-03-01,64.0
2015-03-08,63.0
2015-03-15,69.0
2015-03-22,68.0
2015-03-29,65.0
2015-04-05,66.0
2015-04-12,65.0
2015-04-19,71.0
2015-04-26,69.0
2015-05-03,61.0
2015-05-10,67.0
2015-05-17,68.0
2015-05-24,72.0
2015-05-31,76.0
2015-06-07,76.0
2015-06-14,70.0
2015-06-21,76.0
2015-06-28,75.0
2015-07-05,88.0
2015-07-12,79.0
2015-07-19,100.0
2015-07-26,77.0
2015-08-02,76.0
2015-08-09,76.0
2015-08-16,74.0
2015-08-23,71.0
2015-08-30,68.0
2015-09-06,72.0
2015-09-13,66.0
2015-09-20,67.0
2015-09-27,65.0
2015-10-04,62.0
2015-10-11,62.0
2015-10-18,55.0
2015-10-25,50.0
2015-11-01,67.0
2015-11-08,70.0
2015-11-15,59.0
2015-11-22,54.0
