ticker,NRG UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-03-26,-0.0469
2004-03-29,2.5822000000000003
2004-03-30,0.6407
2004-03-31,0.955
2004-04-01,0.1802
2004-04-02,1.1691
2004-04-05,0.7111
2004-04-06,0.0
2004-04-07,-1.1474
2004-04-08,-0.9375
2004-04-12,-0.2253
2004-04-13,-0.6775
2004-04-14,-1.3188
2004-04-15,-2.1198
2004-04-16,0.5179
2004-04-19,0.7494
2004-04-20,-1.2086999999999999
2004-04-21,-1.9294
2004-04-22,0.2879
2004-04-23,0.4785
2004-04-26,0.9524
2004-04-27,0.1415
2004-04-28,2.4494
2004-04-29,-0.2299
2004-04-30,0.0
2004-05-03,-2.765
2004-05-04,-4.0284
2004-05-05,-1.284
2004-05-06,-0.9505
2004-05-07,-0.5556
2004-05-10,-0.3555
2004-05-11,4.9949
2004-05-12,-0.534
2004-05-13,-2.4402
2004-05-14,4.8024000000000004
2004-05-17,-2.9594
2004-05-18,0.8362
2004-05-19,0.4878
2004-05-20,-0.6796
2004-05-21,-0.1955
2004-05-24,1.3712
2004-05-25,0.2415
2004-05-26,1.6867
2004-05-27,0.5213
2004-05-28,-0.33
2004-06-01,-0.4257
2004-06-02,1.6627
2004-06-03,-0.4673
2004-06-04,1.4085
2004-06-07,0.6944
2004-06-08,1.1034
2004-06-09,5.7299
2004-06-10,-0.8172
2004-06-14,0.6071
2004-06-15,-0.3879
2004-06-16,-0.476
2004-06-17,0.0
2004-06-18,-0.0435
2004-06-21,0.0435
2004-06-22,-1.087
2004-06-23,-1.011
2004-06-24,2.5755
2004-06-25,3.4632
2004-06-28,0.3347
2004-06-29,0.0834
2004-06-30,3.3333
2004-07-01,-1.2097
2004-07-02,0.8571
2004-07-06,3.0352
2004-07-07,2.121
2004-07-08,0.0
2004-07-09,0.0
2004-07-12,2.1538
2004-07-13,1.9955
2004-07-14,-0.5168
2004-07-15,-0.7421
2004-07-16,-0.4486
2004-07-19,-2.3658
2004-07-20,-0.3462
2004-07-21,0.2316
2004-07-22,-0.6546
2004-07-23,0.6977
2004-07-26,-1.2702
2004-07-27,0.8577
2004-07-28,1.4689
2004-07-29,0.5333
2004-07-30,0.7579
2004-08-02,1.4291
2004-08-03,-0.8157
2004-08-04,1.1215
2004-08-05,2.403
2004-08-06,-0.2166
2004-08-09,0.2894
2004-08-10,-0.0722
2004-08-11,0.0
2004-08-12,-0.1083
2004-08-13,-0.7951
2004-08-16,-0.0729
2004-08-17,0.1823
