features,feature_score
transaction_17,0.0014060568213482495
products_6,0.001103885818679928
founded_19,0.0010713320369634687
happy_10,0.001070194464535482
conflict_13,0.0010693492590002419
kitchen_5,0.0010669542416531749
consumption_14,0.001046500559417496
dow_jones_6,0.0010391606107394901
party_19,0.0010100233911299967
gains_12,0.0009865450112266992
project_7,0.0009358128340609965
gains_2,0.0008915578866773594
market_7,0.0008722380437113562
DOW_JONES_12,0.0008698251361213069
unemployment_16,0.0008672176699457508
housing_19,0.0008577450256809223
freedom_5,0.0008566655003865674
district_8,0.0008457639118486747
short_selling_19,0.0008304620857811544
dow_jones_10,0.0007977910360956035
unemployment_3,0.0007935179283348489
water_10,0.0007815954204721066
inc_18,0.0007788500513478034
arts_12,0.0007779234661993429
gold_4,0.0007715871128053913
home_15,0.0007694342461592929
virginia_18,0.0007693494574546603
stock_market_14,0.0007561680362371115
restaurant_3,0.0007466982556684991
short_selling_17,0.0007400400507277936
inflation_12,0.0007367647442719816
world_20,0.0007347334644602669
present_12,0.0007285574465585069
stock_market_13,0.0007244079196643957
movie_3,0.0007161269847135339
food_2,0.0007158523593598758
invest_4,0.0007094233950674258
firm_13,0.0007077468500406678
movie_9,0.0007073857576045195
nasdaq_9,0.0007046684472033195
crisis_9,0.0006988700050324047
politics_7,0.0006979398372539485
stock_market_18,0.0006964937868036972
ohio_11,0.0006914197188357474
stock_market_6,0.0006896935354820762
legal_14,0.000689454318480011
restaurant_12,0.0006853344803057181
energy_18,0.0006840036475801208
county_5,0.0006825610355362775
movie_7,0.0006813651571401701
texas_3,0.0006785709004677478
trader_1,0.0006782810522180427
federal_12,0.0006759240456614159
ohio_9,0.0006751405739179089
representatives_8,0.0006706406384670294
county_11,0.0006694436269673577
president_18,0.0006631712334079938
dow_jones_13,0.0006623677307833274
movement_8,0.0006598915036247727
illinois_6,0.0006554948007402084
DOW_JONES_8,0.0006549921784608607
virginia_13,0.0006548575158352098
virginia_14,0.0006536780365915493
bank_14,0.0006524145154492568
stock_market_2,0.0006505682843271614
votes_19,0.0006474384087137491
food_15,0.0006424446908241027
portfolio_19,0.0006419288118517048
york_6,0.0006389707779546187
health_16,0.0006372510634758225
law_18,0.0006316519004753488
car_10,0.0006304206759549608
texas_8,0.0006266813855927559
police_2,0.0006259446456880935
district_12,0.0006230075460817193
county_3,0.0006213947996300737
trader_18,0.0006210211021387346
georgia_9,0.0006191417501728243
ohio_8,0.0006186325727688727
rich_8,0.0006181559272061786
vermont_1,0.000617117301047409
DOW_JONES_20,0.0006156084471291688
markets_16,0.0006141907788816777
office_8,0.0006091657153523782
chance_4,0.0006085827976822409
secretary_8,0.0006082286218361241
blacklist_15,0.0006080034223969352
corporation_9,0.0006069934452353849
virginia_17,0.0006055584219362646
markets_19,0.0006050969510848504
business_2,0.0006029044790460365
dividend_5,0.0006026492273649759
economy_10,0.0005977181514894705
ltd_9,0.0005975082245499002
forex_15,0.0005958882133592063
health_10,0.0005947968010123218
return_8,0.0005931994269184606
world_4,0.0005931877208727409
marketing_15,0.0005908360131496717
governor_14,0.0005906303842833251
case_11,0.0005904299482439165
office_9,0.0005898651176567308
wisconsin_18,0.0005898211126129019
senate_2,0.0005874326334621441
unemployment_9,0.000586938751066201
college_6,0.0005856675728099608
oil_1,0.0005825569830983796
union_17,0.0005799557120930839
war_9,0.0005790301185059432
vermont_4,0.0005789386283101384
house_2,0.0005755823591130759
marriage_4,0.0005755049992751015
food_5,0.0005743433287592816
movie_17,0.0005714334837778552
short_selling_16,0.0005706062482789572
inc_10,0.000566170952382477
community_19,0.0005659856241259925
growth_20,0.0005658947727075986
kitchen_8,0.0005655593355121395
world_3,0.00056273144816029
massachusetts_7,0.0005619432609050831
washington_5,0.0005611886180826309
banking_14,0.0005610918507319039
union_19,0.000559064271099342
government_18,0.0005586449560877677
social_13,0.0005574534948545752
project_1,0.0005571365702799479
legal_10,0.0005562305657297369
kentucky_3,0.0005542310378111242
risk_16,0.0005524335665653443
happy_8,0.0005522260819199766
gold_3,0.0005512686461037823
service_9,0.000551187981816724
food_14,0.0005508628833977431
financial_11,0.0005502998317119865
invest_10,0.0005482146191027052
president_13,0.0005473403848357386
office_6,0.0005460874949368624
election_15,0.0005456136552450259
financial_1,0.0005446874268492087
technology_5,0.0005443684418258275
credit_14,0.000540661460316513
money_3,0.0005396622419280183
bank_19,0.0005392159978177039
DOW_JONES_14,0.0005372234469010201
ohio_18,0.0005359414240710392
markets_13,0.0005358209851970858
secretary_14,0.00053520183189534
fun_9,0.000534893562853289
court_7,0.0005347469215909576
religion_19,0.0005346860879141225
market_18,0.0005345265757173278
home_7,0.0005342652449270164
bank_20,0.0005335288770309864
